,text,lang,is_valid
1074,aur tum to theek hee hogee,2,0
14097,tumhaara real name kya hai,2,0
10290,this script is also more flexible and fluent,1,0
6291, dileepnte jeevidha kadha ano e cinima,4,0
16707,achchha listen can we continue long term relationship haan please,2,0
12584,sarah brightman releasing first album in five years reuters 12 january 2008 ,1,0
11582,almost 70 to 80 of the areas farmlands in the valleys and plains were destroyed,1,0
15743,the paper became known as the voice of business oriented republicans,1,0
4399, 1:53fight scene kola mass vera level,3,0
673,oru shotla kooda karu vizhi asayala,3,0
79,it happened one night   frank capra,1,0
17279, eattante pscho fan ....  loooov u  soooo much....... laletttaaaaa,4,0
21891," summa likes ,views al luthu pa",3,0
8082, baahubali 1 and 2 lam thookki saaptruchu vfx la,3,0
738, bgm.. uffffff... romanjam.... katta romanjam  epic mamangam.. മമ്മൂക്ക  haters.... ചാവാൻ ഒരുങ്ങിക്കോ,4,0
22440, ente ponno goosebumps  ... kidu bgm,4,0
1275,he also perfected himself in etching and mezzotinto engraving,1,0
10733,10 മില്യൺ ആവണം  love you mammukkaa 🥰🥰🥰🥰🥰,4,0
13167, yuvan fans    hit like,3,0
18521,it saw embarked service on the county class destroyer,1,0
5768,bahut time lag raha hai,2,0
7200, lucifer vere level anu makkale vegam poi kanubroos...,4,0
9826,ajith oru potta badu thevudiya pulla...this is  my number ambaliya eruntha call pannunga daaa potaigala +918668000975  7845831280,3,0
21822, ikka hvy  vere lvl trailer,4,0
11069, dileepettan...luv u ..luv u so much,4,0
14541, ithu padam mathiri illa graphics mathiri irukku,3,0
4112,are bina naam jaane kaise friendship hogee,2,0
22600, thala fans like ka adichi thookunga,3,0
1947,now pressing your bo obs,2,0
4635, ha samadanamayi vannallo eni agg mamanga maholsavam,4,0
12974, salimkumar comedy verupikkum enna kariyathil urappayyi,4,0
11757,phir to achchhee lick kar sakata hu mein aapakee chut,2,0
16635, 100 crore box office gross collection നേടിയതറിഞ്ഞു വന്നവർ ഉണ്ടോ,4,0
15401,ya flow mein nikal gaya,2,0
16659, allam ok super than but.. trailer mokkaye.....,3,0
16628, annum innum ikkayude bthday nnu vachal nammal malayalikal ellarum oru atbudama...   vayasulpade tettate malayalikal parayan  matethu nadanundu inganoru pretyekata  #ikka,4,0
6111,too bhee pareshaan ho gaya,2,0
15479,kelatu punda 70 yr amitab character ah play pandran adutha padam 80 yr lol thalapathy ageing in reverse haha,3,0
19714, patti vananagal okke dislike adichu thudangi ...,4,0
20892, lalletan fans like button adichu potikke,4,0
19157, trailer la yenna pudikalanu dislike pandreenganum commentla explain pannuna nalla irukum,3,0
19322, athoru valya kathaya mone paranju thudangiyaal oru 10-30kollathe charithram parayendivarum,4,0
3648, trailer kanditu mammooka veendum karayipikum ennu thonunu,4,0
18806, haters കണ്ടം vayi panjoo raja പിള്ളേരും stronga double strongalle triple strong,4,0
1507, skech bgmnod entho samyam ullapole.. ennalum kiduve...,4,0
6115, ufffff .... katta katta waiting ...   goosebumps,4,0
12260, ente ponnoo.. gopi sundar .. ingal poliyanu bro.. mammookane pinne enthu parayaan oru raksheellaaa,4,0
10389, 1000 varusham aanalum bat parody tha panna mudiyum copy paste panama.. suyama yosinga dir...tat too with sk..#shi*,3,0
1874,padhaee pe dhyaan de ye sab mat kar,2,0
11556,of new fish physiographic,1,0
4914,theek hai ji semester me baad pakka karungee aur agar man kiya to pahale hi baaten hongee,2,0
1565,you from ism dhanbad,2,0
21296, you are lying lying lying lying,3,0
9165, njan oru katta laletten fana but ith pwolichu alla ith pwolikum,4,0
16375, sirappana tharamana sampavangala inimae than pakka pora,3,0
8787,several converses of the banach contraction principle exist,1,0
11126,amio matalab mein bhee,2,0
8897,tumane jis tarah apana name bataaya isalie,2,0
1816, already hollywood padathila idhathana yeduthu vachirukanunga...marupadiyum yenda.,3,0
13436, last oottam kanddo makkale onnum parayaan illa aaa face lle mattam anergy uff powlikkum ikkaaa,4,0
511,existing information technology is adequate to print out prescriptions,1,0
15510, 10 million views adikkumenn parayunavar like adikku,4,0
13182,the last burial took place in 1895,1,0
11791,lucifer oru political movie anennu arum pratheksichilla...,4,0
4998,aacha retire ho to aap yahaan pe time pass kar rahe ho,2,0
4424, hotspot on pannunga da trailer paaka mudila net slow ahh iruku,3,0
21151, oru rekshayum illaa padam polichuuuu mass marana mass parayan vakkukal illaaaaaaaaa,4,0
21879, trailor ok ...kozapilla enni movie kandal ariyam,4,0
16437,the city also has its own library system and housing authority,1,0
7563, adukala oru aan kutiye palathum padipikum.....parasyam kand vannavar...,4,0
17350,reply sau aaega is lie,2,0
7846,the performance was directed by francisco negrin,1,0
5340,tum kahaan rahate ho,2,0
17636,are karnataka bhee toh south me hee hai na,2,0
21344,bhaii isiliye nota hi dabane vaale is bar hamm,2,0
8812, kerala puthya keralam ayrkum but bilal pazya bilal tahneee... ikka,4,0
16580,often during his speeches costas simitis would mess his words,1,0
8048," semma  , vera leval thala",3,0
20784, pakaram vaikkan..ellatha prathibha....lal.... njan paranjathu sheriyalle...plse like,4,0
9118,to jhoot kyon bolana,2,0
6131, akshay kumar fans hit like,3,0
9219, #no means no  thala  dialouge delivery super,3,0
13668,after 1948   and therefore after big band era,1,0
4238,fashion the was can,1,0
7421, kidukachi ene parja pora athukum mele  tovi ichaya🤩🤩,4,0
14615,the labrador is an exceptionally popular dog,1,0
5648,sab ka yahee hai h,2,0
3632,kasam se its a sin sina sin sin,2,0
6910,and what about you,2,0
20591,mujhe laga koee ol aa gaya mele jagah,2,0
9663, dialogue enna mo engalukku solra mathiri irukke,3,0
14917,us chakkar mein leave ho gaya,2,0
10249, yedaaa mamooty mayirae....'lucifer' mass'u ninaku orukilum kittaadhu thendi..,4,0
14184, eee padam hit aavum ennullavar lyk adi,4,0
17826, love u lalettaa..  ithupoloru film...  malalayalathil aarkk edukkaan pattum?,4,0
15555, fastest 100k trailer laletta ingal poli,4,0
19749, kalakki ithu box ofice aaghosham aayirikkum,4,0
18324,aisa kuchh nahin hai,2,0
7097,achchha to mujhase baat karane ka bhee time nahi hoga,2,0
20832,other constructed languages have been hindered from developing a stable speaking community by continual tinkering,1,0
20198, original : pink copy : nerkonda paarvai,3,0
10059,suragaattadaa kidu luck   .   qatar biggest shopping mall  watch my chanall,4,0
15312,tessa who helped with his excavations died in 1936,1,0
18264, ee teaserinu amal paul linte filmum aayi saamiyam thonnunavar like adikku,4,0
12836, raja returns powlichu lucifer നെ ക്കാൾ അടിപൊളി trailer,4,0
5936, awesome  . lalettan mind blowing raju kidu snap,4,0
2361,it was the most wonderful day of my life,1,0
5973,ab naam mat poochhana please,2,0
16085, kutam parayunavaru maryadaku zha parayan ariyatha team anu,4,0
9643,other crops included fruit figs grapes and beans,1,0
16453,the railroad provides daily freight service,1,0
20696,the aircrafts landing gear and other systems were damaged,1,0
90,thala ah class ah pakka evlo perukku pidichurukku,3,0
20737, padam release aytt arengilum trailer kaanunnundo,4,0
21440, 01:43 enaya tamil idhu..mass iruku but kekrapo siripu vandhurudhu,3,0
5558, angane murukante karyathil oru teerumanam ayii,4,0
10901,akre they sued fox under floridas whistleblower law,1,0
20560, vera level thalaaa  end dialogue for vijay fans,3,0
12532, vera leval thalaivaa 2019 pongal blockbuster,3,0
10787,margin of victory less than 8,1,0
20675,3 minutes maranamass trailer  katta waiting......  manju mass lalettan marana kolamass,4,0
9007,full pulimurukan team.......  lalettan ki jai......,4,0
20501, bigil record ah parthu inga vandhavaga like ah podu,3,0
18170,ab achchhe se baat kar,2,0
13695, ente ponnnoooooooooooo oru rekshsyum illaaaaaa....kidu trailer......,4,0
3078, inaiku kandipa yedhavadhu oru record vaikanum,3,0
20089, director name lae iruku....avaroda movie epdi nu....,3,0
12358,amberley village was incorporated as a village on april 5 1940 ,1,0
6704,tumhe mera whatsapp number chaahie,2,0
7670,suraaajjj poli soubikkaaaa we are waiting...,4,0
22231, 1st show  njaan ang edukkuvaaa,4,0
6573,junior par try kiye kabhee,2,0
14797, semaaaa massss thalaivaaaaaa marana waitinggggg thalaivaaaaaa,3,0
15119, omalla mass u da ! gethu da !,3,0
21762," i am.vijay fan but asuren marana waiting,",3,0
19129,l companion planting for successful gardening,1,0
11089,kola kandula iruke manavane kolama vdamatethalaivar style,3,0
9754,commercial products are known under names borazon by diamond innovations and elbor or cubonite by russian vendors,1,0
14138,ikka massmamangam pwolikkum. ikkade adutha 100 cr movie. urappicho,4,0
1182, lusifer oniladhigam kanubol lagadikumpole enalum kolam,4,0
689,why not buy it online,1,0
5740, just 30 minutes 150 k viewers raja ezayalattupollumilla,4,0
7760,meree mom ka use karatee hu,2,0
16061,check with hr for specific datesn new,1,0
14962,of of foreign the,1,0
8825,comment nokki kayijall pine trailer kannam,4,0
7178, can yaman ne orma vannath enik maathraamaano???,4,0
10496,the folded convertible top is called the stack,1,0
1727, irangunne munne dislike adikkunna thanthakku munne undaaya makkalku midile finger,4,0
20820, movie vera level la irukkum  nu nainaikira,3,0
7896,ladakee nai milegee tumako,2,0
8268,a town sprung up next to the mine and was named after gunter,1,0
22443, bigil trailer wait pandravanga like ppdunga,3,0
194,hair colour among kazakhs varies from prevalent jet black to red and sandy brown,1,0
8653, padam moonjalaanelum ippp trailer kandaalum romaanjam,4,0
15670,at times such issues have led to contentious unblocks,1,0
18471,1:20 yarellam kavanichinga famous teejay,3,0
18770, thawwww trailer naa idhu than da,3,0
7561,nirasha varuthathe ... nalloru movie pratheekshikunnu kure nalukalkku shesham oru moviek  pokanam. ennu moham,4,0
4072,the refractive index of air is close to but just greater than 1 ,1,0
7010,not how are you,2,0
13966,evideo oru hollywood story varunnilleee. oru dbt.,4,0
3894,many georgian jews now live in israel,1,0
9574, ikkante mathram pilear undangilkayy adikada...,4,0
18559,kittee baar change karegee,2,0
6021, rip baahubali 2000 crore movie loading ............2⃣.0⃣,3,0
10401,you tube 6 mani thottu hanging aanu ethum koodi aavumbol youtube pottitherikkumo,4,0
9876,relax karane ka time bhee mil jaega,2,0
6199,bas itane hee hai ke vaale aur nahin hai,2,0
14244,he was also nicknamed kai whatu the eye ball eater,1,0
14115,the population was 134 at the united states census 2000 ,1,0
11026, verupikkal manju ullathu ozhichal baki ellam super,4,0
7223, ayyoo yennala oru like ku mela poda mudiyalaye..,3,0
4154,mere bhaee ne bhee kiya tha,2,0
20677,some were town houses others farmhouses with yards,1,0
22403,in upper leg surgeries limb salvage prostheses are available,1,0
10609,malayalathill edhuvare egane oru trailer kandittilla,4,0
10054, lucifer hitayi.  madhurarajayum hitakatte.  malayalam movie lover,4,0
4978,really are you f,2,0
21302,tumane bhee pakad liya hoga,2,0
7246,there are several reasons this is the case,1,0
14649,clearly people think they are,1,0
19417,contributors include john gottman jay haley susan johnson and virginia satir,1,0
19771, enter ettaaaaaaaa ohh onnum parayaan ellaaaaa,4,0
2185, that final madurai petta style....maranam mass maranam..adhuku avantan poranthu varanum....love you thalaivaaa,3,0
8447,request bheja kya,2,0
8902,the  crossing of the lake is obviously flat but unprotected from wind,1,0
5393, ini aaanu kali trailer kalakki above expectations,4,0
13197,it is okay so kha se ho,2,0
12191,like you are addicted to weed i am almost addicted to porn,2,0
3640,"thala darisanum, yenna charisma, yenna english, yenna alagzhu, lion voice.. thala blood thala veriyan from bangalore",3,0
2154, #lokeshkanagaraj annen marana waiting for #thalapathy64...,3,0
16154,rest you can tell clearly,2,0
7247,abhee to exam over hue hai 28 ko,2,0
10366,thalaya  pidichavanga like podunga ....,3,0
11512,dimaag kharaab ho jaata h,2,0
21293,in gaul he studied the celts,1,0
2429,states senate foreign relations committee,1,0
185,the illini publishing company was chartered by the state of illinois in 1911 ,1,0
13956,durantham poojapura jimittolikal dislike aayi irangeetund..haha,4,0
14451, ith 100 kodi adikum enn urapuulavar like,4,0
6160,what is your name,2,0
10967, aha aha nalla kidilan thalavettu,4,0
10079, daily um at least one time achum trailer eh pakuravanga like podunga,3,0
4568,haan monday leave hai to,2,0
16398,cindy campus declaring against,1,0
2812,tarika hai bolne ka,2,0
19964,commanded the right wing at the battles of brandywine and germantown,1,0
6424,are majaak kar raha tha,2,0
19079,gem george t andersons brigade,1,0
7266,not so good/mesmerizing like visaranai and vadachennai trailer,3,0
12680,the of ruth,1,0
4538, gommala vera level ethir pakkave illa u1 thala combo na summava bgm ithu unma na like podunga,3,0
13798, bayama irukku vishvaasam enna aaga pogutho??,3,0
4264,his nickname hotspur is suggestive of his impulsive nature,1,0
9694,iwmmxt stands for intel wireless mmx technology,1,0
13133,ente ammo marranam maasss alla kollaa maasss aannuuu lallettan  ithu pollikum,4,0
7087,the arrow cargo fleet includes the following aircraft at 14 may 2009  arrow air fleet,1,0
21802,nalla movie njan theatril poyi kandthalalettan poliyanu,4,0
16170,ab toh naam nahin badalogee,2,0
10502, fdfs ku wait pandravanga ethana peru....!!! survey  #thala..,3,0
17886,tum batao kis branch se,2,0
14081, petta vs viswasam.... like - petta comments - viswasam,3,0
4263,to shakti kab aa rahi hai,2,0
10422,hopper eventually turned to photography,1,0
4520,it also has a marina facility,1,0
16043, 1. 1milliion @2:30am kanunna arelum undo. . ettna,4,0
7780, get ready for some petta paraak,3,0
9145, lalettanu mass kanikkan oru chaya glass thanne dharalam,4,0
16269, lucifer trailer enne vandi wait chayunnavr like,4,0
8755,hendrix was a fan of claptons music and wanted a chance to play with him onstage,1,0
18438, ikkaa ikkaaa ..ente chomanna jatty kandaa,4,0
316, sunny leon undo enna poyi kananam,4,0
12131,late  sindurdan  also collected accolades,1,0
1734,ithoru baahubaliyo kgf oo alla...!!! ithu orae oru mammaankam,4,0
21388,production of this model ceased in 1965,1,0
15961, 2:10 felt like enakku enna solradhune theriyala. ... oru coffee sollunga .... adei,3,0
12721,the known tyrannosaurids were all large animals,1,0
2624, marana maaaasssaaa  thala ... i am waiting,3,0
201,baby please naa talk to me anything,2,0
17767,toone kab shuroo kiya,2,0
10976, wonderful movie akshay kumar fans like here,3,0
15118,koee boy friend hai aapaka,2,0
14047,i am bachelor of science maths,2,0
13285, ayo last aaa stund yente ponnu ikka,4,0
3493, thala always mass luv u thala,3,0
14341, direction is really heavy...... seems like more interesting scenes and much eagerness waiting about........... all in all kidu............. romanjam............,4,0
14877, vikram sir you are rockstar,3,0
14292,kyon hass raha hai,2,0
20809, dis like pannevee amma thevoodiyaa so ethanaa thevodiyaa erukkunu parugaa,3,0
21615, youva thara nirayil eni yeattavum muzhangi keelkkunnath tovinoyude peru aayirikkum...,4,0
428,it is the county seat of hand county south dakota,1,0
13170, keralathinu purathu ninnulla anyaphashakar adi like,4,0
5331,and from where are you,2,0
22750, innevare kandattillatha vere level item .,4,0
15222,they carried small shields short spears javelins and daggersherodotus,1,0
1568,lekin tumhaara kutta nahin mil pa raha mujhe,2,0
21931,0:50 sanny chechiye kaanaaaulla aakrantha entry,4,0
21154,the major one is the cost over united states dollar 1300 ,1,0
15856,intha filmla suriya na nadichiruntha epdi irunthurukum,3,0
4266,maja nahin aa ra too bachcha h,2,0
10845,whats your facebook identity document,2,0
4856,hum bhee hai usake saath,2,0
9870,mass thalaiva dhanush anna vera level,3,0
10672,oregon has supported democratic candidates in the last six elections,1,0
20141,sam and roberto go off to fight legion leaving dani behind,1,0
11592,ab tumhaara name ka full form batao,2,0
1733,william polson acted effectively as hollands deputy gustafson,1,0
15463,critics of consumerism include pope benedict xviweb log,1,0
22607, masann enn paranjal marana mass ith polikum,4,0
4524,vahee to kar raha hoon subah se,2,0
2631,tourism was almost non existent for three decades,1,0
6254, trailer kandathode padathinu oru theerumaanayi chali padam,4,0
6624,friend kee shaadee hai to kaam thoda kaam hee hoga,2,0
6249,last scene kalakki.... can't wait to watch,4,0
15268,092 of the population were hispanic or latino of any race,1,0
13083,mein job karata huq,2,0
5377,same date vaale to bahut kam milate hain,2,0
577,a paper delivered at the twentieth world congress of philosophy boston mass,1,0
312,he was born george vasilievich govorov in the village of chernavsk,1,0
2312,where are you from,2,0
16546,shakthiman yenna kappathu nu naraiya per epdi pani irupinga 90's kids,3,0
13709,hey joke aachha karti ho,2,0
3103,tum kya kar rahi ho is better isnt it,2,0
6592, pink padam trailer kooda parkama nkp ku marana waiting pannavanga comment pannunga thala bloods,3,0
15315,bhaee ladakee nahin milegee,2,0
22130,by the way mai aisee baat kar sakatee hu and you dont mind,2,0
17800,l harris understanding the bible 2nd ed palo alto mayfield,1,0
13854,how you doing neha,2,0
11375, ithil mammookakk role undo. motham aa pilleraya kaniche mammokka mass,4,0
18021, trailera pakkupothu ranjit mela tha gaandaguthu,3,0
11021, ithu varaikum evlo vadai suturikinga....   niraiya niraiya niraiya niraiya...,3,0
22522, rajini ah romba ilamai ya  katna karthik subburaj ku oru,3,0
5110,in 2003 becker was inducted into the international tennis hall of fame,1,0
2505, 90s rajini is back vayasanallum allagum stylum unna vittu polla,3,0
7240,dungahhahahahahahaur teree daadee to apane,2,0
18060,to bhaee bathroom mein kar ke aaya kar na,2,0
17595, nyz .padam polikkumhikka with akka ishtamh,4,0
11078, #bigil ah vida views kammi ah iruku,3,0
5622, vera level ippa pesungada mokka nu thalaivaaaaaa,3,0
5966,bade neeche leval ke ho,2,0
21513, ikka ella malayalikaludeyum ahangaramaya vigaramanu . love uuuuuuuuuuuuuuuuuuuuuuuu ikkakkaa,4,0
7187, trailer kandit poliyan ann chnce... bt nalla visuals pradheekshikunnu,4,0
16447,theek he number de do apana,2,0
10009, action king arjun fans like here,3,0
19805,claiming located the,1,0
5167,aur bhaee kyon jag raha hai raat ko,2,0
12905,as grignr income run,1,0
15218,jab tere paas paise nahin honge to dekhana too v yah sab karane k lie peechhe nahin hatega,2,0
8255, young thalaivar is back with a baaang. marana waiting,3,0
9403,anu sitara voice pora.ezhuti vachatu atupole vaayikkyunnataayi tonni.but kaanaan sundari.bakki elllavarum kalakki.super.,4,0
9782, 0:28 - 0.33 athu ingerkkk matrame patttu... sheriyalle.. :),4,0
8972, avasaanam odiyande oru  honest review kandu. cheytha chettanmaarkku naani :),4,0
8438,one of the original strikers,1,0
15829,bhaee main nahin hoon too bol apane aap ko,2,0
11938, thalaiva.. looking good even at 70..semme,3,0
14264, 10 million ayannu nokkan vannavar arokke und ivide,4,0
18025,kal zamaane baad chat kiya tha kisee se,2,0
15259,60 k likes but 16 k views ....,4,0
22576,tum kuchh kah hee nahin rahee,2,0
13890,the average household size was 220 and the average family size was 262,1,0
11325,too phir aa gaya,2,0
1411,do panjavarna tatha kandu karajhatha vendum karayipiko ?,4,0
1578,citing famous practitioners of urine therapy,1,0
4650,naan unane brother nu kupduttumma,2,0
11640,dislike adichvnmar oombi kuthi irikathe ulluh,4,0
2257,par mujhe nahin bataana,2,0
19188, fight vere level teateril paper kure keerendi varum ichayoooo,4,0
9556, wow trailer marana waiting diwali ku,3,0
17581, t h a l a,3,0
16454,par yahaan kisee ko ladaka hoon bataate hee log chat off kar dete hain,2,0
632, epdithan super star matum intha vayasula ipdi irukaro semma,3,0
2200,late se message aaya,2,0
12322, oru abaliyaa irrunthaa  anthaa marii ponugalla maathii kattu daa pappoo ...,3,0
21309,these adventures are produced under v cinema direct to video,1,0
11033, dhe ithayrunnu njangalkku vendathu <3 rajuvetta thank you so much <3 lalettan <3,4,0
3109,in late 2000 after mtvvideomusicawards2000s the disgruntled de la rocha quit the band,1,0
22654,on the whole though german universities are internationally recognized,1,0
8072, ajith fans kaithi padathai oda vaipanga,3,0
14949,so you have only one girlfriend,2,0
17787, ee padam kand chirich pandaram adangi,4,0
13905,love status luka chuppi movie song edit   & support,3,0
9474,during his lifetime he was given several honors,1,0
12786, poli.      l,4,0
6265,vo to mein bhee hoon,2,0
4829,rocky point may refer to,1,0
2232,abhee aapakee bhaabhee ko bor kar raha hu,2,0
16251,aap punjab se ho kya,2,0
4753, onnum parayanilla.. ikka ee role polichadakkum enn sure,4,0
821,are swaloon se kya,2,0
5699, comments vantha padiya iruk.. pasanga verithanamala irukainga..  unmaiya iruntha like podunga..,3,0
9559,chal too jo bhee hai main ab gaalee nahin doonga,2,0
9633,three days after the attack the rira claimed responsibility and apologised for the attack,1,0
19797,lallettante masss kannannelll decemberil odiyan irangumbol teaterukalileekku vaaa odiyanthe odi vidhyakal,4,0
8994,thalapathy fans sarpaga padam blockbuster aaga valthukal,3,0
21326, kashtapettu unlike cheyyunnavar aaruda fans ennathinu samsayamilla  iniyatra unlike adichalum avarkariyam padam records bedikumennu,4,0
11222, ippozhum repeat adich kanunnavar ivdey like ikka🥰,4,0
3288,tovinoye kollan aanu manju parayunnath ennu thonnunnu,4,0
3206,to tum ko pata hai vahaan achchhe se kaam kar vaate honge,2,0
8867, asooya paadilla. abrahaminte santhathikale ivde kandillallo?  thallu aanenkilum ithupolonnu ethikk. ennit ivde vaa :,4,0
16490,in 1969 kerkorian appointed james t aubrey jr as president of mgm,1,0
2903,boiardos orlando was first published in 1495 ,1,0
127, ith pwolikumenn urapulla ikka fans like adi,4,0
1929,hai bhaee jaldee kar,2,0
8523, ithine ale teaser en vilikunne? enthayalum kidukki,4,0
8049,mamukka ottiri ishttamm ethe polikkumm,4,0
18047,ki na to id aa,2,0
19997,lalettante pillarde asamsakal mammokka,4,0
21648,kaise baat karu vaha pe,2,0
19234,ho jaegee bandee set,2,0
21394, #nerkondapaarvaitrailer  #nerkondapaarvaitrailer  #nerkondapaarvaitrailer  #nerkondapaarvaitrailer  #nerkondapaarvaitrailer  #nerkondapaarvaitrailer  #nerkondapaarvaitrailer  #nerkondapaarvaitrailer  #nerkondapaarvaitrailer #nerkondapaarvaitrailer #nerkondapaarvaitrailer,3,0
11581,tum instagram use karate ho,2,0
16475,valimai trailer 2.5 million likes varum,3,0
12947, ithu polikkum urappa...kidu..... prithvikoodi undaavanamennu aagrahikkunnu... by a lalettan fan,4,0
17224, ithu vere oru cinema aakiya mathiyayirinnu. this is nothing at all like pokkiriraja,4,0
11184, 2010 annum 2019 eenu raja super   aanu,4,0
9797,consider the texts available at project gutenberg,1,0
19392,this is identical in principle to the ballcock valve,1,0
1199,seriously i heard this name very first time,2,0
3778,his public speeches were noticed not only in milan but also in rome and elsewhere,1,0
17002,ab dil likh nahin sakata na,2,0
15151,tumhe kaise pata mainne profile kholee,2,0
11937,with 13500 members in 320 local teams this is by far the largest sar organisation in norway,1,0
15766,the n reactor operated until 1987 ,1,0
9957, ithenthaa pinnem pinnem kaanan thonnune.. ejaathi addicted,4,0
21531,bhagavaan bhee nahin chaahata ham chat na kare,2,0
12019, is it a double action movie,3,0
21081, thala awwsm n u1 bgm rocks,3,0
10815, chiyaan vikram ur great love frm pak🥰,3,0
17543,commander tagami then pointed i 25 southwards on the surface at ,1,0
8380,740 kuru potti,4,0
19521,mammooka mass  gopi  sunder kidu  bgm,4,0
22195,macbeth act ii scene ii australia,1,0
11295, padam name petta rajini sattaila otta,3,0
5761,cutler is buried in christ church graveyard,1,0
15876, aprom en dhoom 2 copy adikareenga saaar!?!,3,0
17146,means ispe ni pategi,2,0
16745,south american journal of earth sciences 22 1 21,1,0
11440,haan yahaan kise pata chalane vaala saamane kaun hai,2,0
2122, theaterukal origiko june 16 house full perumazayayirikum,4,0
9414,sanyam by the way bad name konasa hota hai bhaee,2,0
16700, verum olla padam 10 paiseke kollulla,4,0
21624,the following people were born in irbit,1,0
15126,denmark is a constitutional monarchy with a parliamentary system of government,1,0
9977,mein nahin hoon facebook pe,2,0
14377,us warming on from,1,0
9184,agar ek baar isamen chat off hua,2,0
6665, mammokka ponnikka happy birthday  love you,4,0
3256,today presidential highway do,1,0
12433, very happy to see our lena lena chechi i love you umma umma umma,3,0
2029, 2300 dislikes trailer kanathe oohikalloo arokeyayirikumennu,4,0
19434, youtube stuck aayi  views koodunnilla aarelum shraddicho,4,0
3831,mujhe nahin karana accept,2,0
10641, adutha masterpiece aavum mammookkayude  പ്രിത്വി,4,0
8967,the cwa created construction jobs mainly improving or constructing buildings and bridges,1,0
20098, suraj ettane kandapoll ravanaprabuvile innocentchettane ormaa vannu,4,0
2893, a masterpiece best revenge film i’ve ever scene,3,0
9364,don't breath remake nu sonavanuga ellam line la va .. !!,3,0
3944, mammoookkaaaa polichadukkiii katta waiting nv 21,4,0
16182,ikka pulikum verum mass alla marana mass,4,0
1368,the natural history of living mammals,1,0
1072,lucifer teaser adipolii.  ennalum madhura raja teaser kan poitt illengil lose avum,4,0
11573,malayala cinema yude gathi maarunathu chilar ariyunillaa.....,4,0
20273, vera level ak va pakka porom  waiting,3,0
4272, @bigil trailer vantha  entha padamum diwaliki varlanu solliduvaanga paakringala.... only for thalapathy......,3,0
16796,the figures remain mysterious as they circle around the narrator,1,0
12438,they also serve you know who only sit andor whatever they do i forget,1,0
22289,tenkasi thala bloods oru like podunga,3,0
2569, so many crime scenes still gets u certificate ...lol,3,0
694,hanging may be both voluntary and involuntary,1,0
12799,construction unions frequently resolve those disputes through a privately created adjustment systempalladino,1,0
21220, petta parak... thalaivaaaaaaaaa we love you,3,0
9075, mext awards ellam line la nillunga....,3,0
20113,ന്റമ്മോ ഇജ്ജാതി trailor.. uffftrailor ethegilum.. padam. pwoliyo pwoli,4,0
15112, onte oru ikkayum kunjikayum muttamurianss of the country,4,0
15406,subah subah chadha ke aaya hai kya,2,0
2640, aug 10 ku 25+m vivews & 1.2m likes varumnu ethirpaakurean enna readiya thala bloods,3,0
7159, njan oru lalettan fana ennalum enikk teaser ishtappettilla,4,0
18701,ab kya kar sakate hain,2,0
14720,the current mayor is fland sharp,1,0
6967, ikka uyir aane ennullvar like adikk machaanmaree 🥰🥰,4,0
1070,amna to kya che j,2,0
22177,today storey county is noted for its legal prostitution,1,0
8986,the population was 3675 at the united states census 2000,1,0
14262,t series nte subscribers  6 m 7 million akkan ikka fansne kond kazhinju,4,0
7936,haan sahee hai but jahaan tum galat nahin ho still sun rahe ho galee to galat hai,2,0
1719, ennthayalum raja oru van vijayamakatteya. ikkayudey athiya 150 kodi chitharam,4,0
11922, trailer last seen onnu oorthu vecho,4,0
8963, marvel aavuthu mairavathu sk universe daw,3,0
6280, enne polle 12 vattathille kuduthalle kandavarre arune,4,0
6220,step 5 send encrypted message to remailer,1,0
956, enna koora padama . mamooty ullond kandirikam . nalle boradiikkuna padam sthiram kadha,4,0
22352, ippo time 2:34 am... kannunavar,4,0
21720, ee padam vijayikummennu orruppullavar adi oru like,4,0
6103,svaagat he aapaka miss,2,0
14149,a senior of fire associated with jupiter,1,0
11275,iseelie band kar dee,2,0
15330, ithu nama tamil teaser nama tha highlight pananum,3,0
11540, helen aa freezerill kudungan karanam avlode onn allenn chodikkan paranjittutakum alle,4,0
9166,this toll increase took place effective november 18 2008,1,0
8634,the southern portion of the ad dahna curves westward following the arc of the jabal tuwayq,1,0
957, kanan pona pooram ini paranju ariyikano,4,0
6017, nenka irukura varaikum unkala yarum asaika mudiyathu thalaiva,3,0
11549,mayor dale adams was elected in 2008,1,0
8640,ittee raat ko koee nahin milegee,2,0
18401, thala veriyana irunthal like comment podunga,3,0
17596, ini nammalarenkilum chathale sarkar sradhikku ennano... ith porikkum,4,0
11601,i am a boy you,2,0
12166, enna lookanu ikka...... u r the best,4,0
1068,in particular it represents lines of inverse square law force,1,0
6087, don’t forget to kill the like button 🤩🤩🤩🤩🤩,3,0
9865,only some of the buckleys formulations contain dextromethorphan,1,0
13971, apdiyellam nadakaadhu nadaka koodadhu ultimate star is always  handsome hunk 2m likes guaranteed,3,0
11084,east hanover township council east hanover township,1,0
21525,"ennadha padam pongalukku realease aanaum, engalukku annaiku diwali dha",3,0
8764, semaya iruku kabaliku iruntha mass iruntha vera level ah irukum views and likes eppo arasiyal varenu sonnaro mass kammiaiduchi,3,0
12462, padayappa la ramya krishnan soldra dialogue tha gnabagam varuthu.. vayasanaalum... yaarathum complete pannunga,3,0
