,text,lang
15729,vo to sabakee bolatee hai,2
19172,but yahaan pictures share nahin kar sakate,2
12493,but itana bhee 6oot na do kee sar par chadh jaaye,2
21543, nan shalini vachi kai adika poran......ahh shalini ahhhhhhhhhhhhh,3
10841,this got rid of standard wiretapping techniques,1
5075,mere lie bhee kuchh design kar dena,2
6552,itana bhee kya navel obsessed ho yaar,2
20382,girlfriend kee talaash vaala,2
7321,yaar phir jaanate ho job kee talaash,2
16053, story writer sajeve pilla yude name  ethilonnum evideyum kaanunillallo..,4
236, yellam avan seyal . . .,3
21463,kya karana he brother,2
18554,visel parakada video like plees tamizan,3
3774, kanditt...climax pulimurugan effect pole anenn thonunn...kuttam parnaje alla friends...daddy girija und..pinne aa shots ellam pulimurugan trailerilum und..,4
456,poochha hai subjects kya hai,2
12687, mass alla maranamass alle kollamass anu lalettan,4
2362,the first slavic peoples arrived in the 5th century,1
4615, subtitle undenkil views kooduthal kittumaayirunnu. like if u agree,4
17734, avuudeiiyee eth pollikkum ennu urappullavar adi likeee,4
8748, super trailor katta ikka fanaya എനിക്ക് വരെ romanjification,4
20789,he spent the world war ii years in the united states,1
14398," p e t t a paraaaaaaaaaaak, trailer kola massssa irukku",3
20871,montferrand as chief architect reported to betancourt who personally managed the project,1
8909, 1:36 pahhh... vere level! repeat panni paathaven ellam like pode! #thaledaa! #thale,3
2433,mera naam shruti nahin hai,2
9563, thalapathi nadichaa veru sura aana danush nadichaa asuraa da varuvaaru paaru,3
2727,na vijay fan but thala thappa edhum peasala and sollala y dislike pandringa,3
15605,residents are zoned to st tammany parish public schools schools,1
5875, unni mukundhantea oru dialogue kelkan aaaagrahichavarundo,4
2437,can we become friends,2
10470,ithu ikkayude script aanu..   uttopiya,4
8419, marana mass vetri sir & dhanush sir i am waiting,3
10830, rajuvetta ningal mass annu.  ammoo enna oru feel.  laletta,4
9701, thalapathy fans like podunga paa 🤣🤣🤣🤣🤣🤣,3
3921, ettanta aniyanmarude vaka all the best ... ikka oru rakshayumilla,4
11108,kya karana hai tumako ladakee see,2
6449, singa thoda mudi narajita ade singa illane aidada,3
17253,like its immediate predecessor joan baez vol,1
20122,he has since joined the pan islamic party pas,1
21042,he married bettina matraves collier a medical doctor in 1934 and they had six children,1
9317,very nice super star rajni sir,3
20959,koee ghar nahin aa raha mein tere just aise hee poochha hai,2
18777, thalaaa maranaaa masssss love u thalaaaa,3
7147, prithviraj ne kandupidichavar like karo..,4
15069, sirapana tharamana sambavangala enidhan pakka pora,3
11426,marana waiting chiyaan screen la pakka poren,3
4816,hijde ka pahalee baar dekhoongee,2
20639, lalettan ishtam ഇത് 6 million cross cheyyum ennu urappullavarkk like adikkam,4
6733,where m is the mach number,1
16858, oh...iththakathallo. sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam,4
20156,aapake planet par trees hai,2
13142, am thalapathy veriyan  anna asuranuku marana waiting,3
19319, shankar sir tamil cinema voda james camroon,3
7260,related words in an article are good candidates for wikt links,1
2911, thalaivvvaaaaaaaaaaaaaaaaaa vera level enga anna massssssss da,3
3596,he currently lives in the town of fajara,1
18080,it is the oldest pub in the village,1
6339,but this talent was not approved of by his family,1
19996,senior to nahin ho n,2
18539, thalaivaaaaa  views nokan ratri 2manik alaramvechenitu rajada pillaru ട്രിപ്പിൾ stronganu theliyikum wait,4
3819, vera level dhanush anna gv bgm,3
919, yenna ithi meegaman katha maari iruku,3
2650," im thalapathy fan , thala massa act pannirukaru......naturaly hair style nalla irukku.....thala nalum massss",3
14955,mein bas try kar raha tha vaise,2
11095, bat man  trailer patamari iruku,3
13178,movie paathutu trailer paaka vanthavanga like podunga,3
7706, raju etta ningal pwoliya. + lal etta ningal marana mass. eth pwolikum. vere level aanu,4
17301,nagarpalika ko bulaana padega,2
2211,sydney and vaughn survive the car crash but vaughn is taken by an unknown organization,1
16817, enta mone ikka vere level   lalettan fansinte abhivadyangal,4
10858,thala -60 or thalapathy-64 apo pakkalam da ..,3
184,ethu ennanu theriyamaleya dislike panni vachirukkanga....mutta pasanga...the legend sankar sir's trailer.......,3
1564,no jail time for lafave st,1
18240, waiting for lokesh kanakaraj  thalapathy 64 thalapathy 🥰 makkal selvam  2020 summer boxoffice,3
5380, chunk alla chunk edippaaanu laalleettaaan,4
16415, madhura rajaye adichu potta kinattil itta stefen neduballi hajar hoom,4
531,may be so ke uth ke,2
1644,oh i like scotch,2
1215, dislike cheyunavanoke ethu naarikal aanenavo.... chathude...   kidukachi trailer vanetum dislike 1.1k kashtam preshakare...,4
4763, intha padathil don alleyaaa..ith enna mayam,3
13342, versatile star jayasurya  mass kaa baap  pwoli item loading.......,4
13579, pulimuruganile pole climax il nala kidukachi fight und en urapa.,4
22223,also in june you cant miss the muskegon summer celebration,1
8182,kyon shaadee nahin karoge kya,2
20084,each point represents the results from one respondent,1
7362,tera ikahattara acre ka hai,2
20713, ak looking amazing super looking suppperrr..,3
701,he left several daughters but no sons,1
15132,dingua is an old latin form of the word later attested as lingua,1
8355, தலைவா....ur great...no words to say...loveeeeeeee you so much thalaivaaaaaa,3
12653, lalettante aniyan aayit prithviraj thanne aano ennoru doubt 🤔,4
20792,njan oru lalettan fan aaanu...... ithu oru rakshayum illa mammoka heavy masss,4
6474, trailer  kalaki pwolichu  madhura raja cenimakku vendi katta waiting,4
18707,may be they want to compare,2
12017, mohanlal sir - look ..... kiddo...,4
2598,only matches for the senior mens national team were included,1
8685,vidiya vidiya thala ya paaka poravan mattum oru like ah podu,3
7013, thakarthu jayettaa..  katta waiting for pullu giri n team,4
863,mazabooree mein civil mein lena pada,2
180, illaya super star dhanush than adi poli king,3
19221,ye to confirm hain,2
6146,she had given one month of commissioned service,1
17797,are kahaan baitha hai,2
10305,consider the greek and roman mythological pantheons,1
4957, ഇജ്ജാതി bgm. vere level. pwlichuu. thakarthy. mammookkka.,4
14598, mass aaan ikka ninga vere level aan,4
20554,totally agreed with you,2
20558,time kyoo waste kar rahe,2
11147, vetrimaaran fans like here,3
16581,rit is home to nearly 1500 international students representing 100 countries,1
10719, kanji chodhichu ini arum vararuth assal biriyani thanne angu thannu vittittundennu paranjekku,4
15574,ham e 12th dobaara dene ja rahe the,2
3327, nalaiku thala ya pakaporom....marana waiting....for thalapathy fans,3
11916, ooooowh thalaa vera level thalaa....nngaa....lovely my god.....,3
12083,loosifarinekal. viewsum likum  ee trailerinu kittan aagrahikkunnavar adicho likee,4
8904,later he would comment that he lost vivien in australiaholden,1
11560,jo haal dil ka udhar ho raha vo haal dil ka idhar ho raha hai,2
14015, vagina fanskala savunkada... thalaivar kodi parakura edathula vera evan kodida parakum,3
6495, viswasam varum vera level la parunga,3
15399,his paintings were very popular in victorian era,1
16826,known during went,1
6190, appo lucifer  theernnu.lalettaa varunnathu raajayaanu mega star mammoottyude madhuraraaja,4
1987, padam paathutu thirumba trailer paka vanthavanga hit like here,3
1611,kal baat to karo gina ya stop bol dogee,2
14372,na beemaar insaan ko jyaada tang naee karate,2
12542,it was used to carry dispatches for the war between france and austria,1
4572,sayyam aapaka shubhanaam,2
4962,hes bird per,1
19270, paranjere malayalathil oru stunt master vannitundenn,4
4460,apana single hee better hai,2
1113,wild polioviruses can be found in approximately 10 countries,1
15201, 28k dislike okke pullaadaa pull...,4
15185,jo bolana hai yaheen bolo,2
1702,facebook pe ho,2
7949,apanee girl friend hai bas,2
16322, semma... thalaivaaaaaa <3 <3 <3,3
6204,the revamp was not successful,1
5612, 10 varusam ah ulla irunthen nu thana sir theriyum athuku munnadi yenna pannennu theriyathe...,3
13425, i like this trailer ajith  vara level,3
20690, ellavarum marakkuna oraal... murali gopy. .. ... kadhayum thirakadhayumillathe enth padam..,4
16613, full pulimurugan cast🤩🤩🤩ith polikm muruga nee theerneda,4
8365,municipal andor tudmir president,1
22103, 695 k likes reached aairuku  pangalingala adichi thookalamaa,3
10408,differentiating the expression for anbsp we have,1
21071, adipoli..... pakshe oru sankadam ithinte thirakatha undakkan vendi 12 varshakalam parishramicha vyakthik title credit kodukathathil mathrama.....,4
19236,person renouncing glaciers and,1
7907,looks like a video game.. very funny,3
4294, ajith fans a iruntha like pannunga,3
19659, 1:02 ... idakk pulimurugante bgm pole varunnu,4
13106,after the war the firm was forced to renounce arms manufacturing,1
18560, marana waitinggggg for another irumbu thirai,3
9830,add to karo pahale snapchat or yr,2
10877,redevelopment in the town of guerneville has been a controversial issue,1
17071,@0:50 - it's like viswasam theme,3
5106, oh my god this is superbbbbb,4
13656,***thaa  tamil cinima vera levela pudikka poguhtu,3
17364,there are hundreds of salami style sausages,1
14525,internet movie database   betty driver,1
16615, olakel varapicha oru avataram annu namuda chank mamangam,4
7231,drop both loops over a post and tighten,1
9461, eppa karthik unna tha nambi irukom .... enga thalaivara kappathidu,3
16458,graduate level degrees are also offered through,1
13291,kutcher is a chicago bears fan,1
19254,the user should be required to choose another name,1
19870, prithviraj is promoting devil ? illuminati prithviraj?,4
4273, superstar and sankar combination always pakka.......,3
11070,lekin delhi se kaam hai,2
14517,like canadarm2 it was built by md robotics,1
6641, mammokka fans onnum alla. but karyam parayalo  trailer kalakki marich,4
16395,an outdrive also serves as a rudder,1
5493,idakk  എവിടെയോ sonam kapoor nte chaya,4
6230,indrajith lucifer ennu paranjappo,4
15934,union also ranked in 16 subcategories,1
19373,ladakee ka naam lekar baat karata hai,2
15384, owf poli......angane oru paad naal kazhinj oru nalla cinima kanaan povnu,4
11974,architecture mein buildings ka design dena rahata hai,2
6431, thalapathy fans orutharukku kooda vikram sir ah pudikkama irundhadhe illa ... that's for chiyan vikram,3
9157, aaah kollam ithanalle school kuttikal... kandalum thonnum,4
17678,achchha tell na where were you from please,2
6513,a public school was established in 1640,1
12826, padam irangiyittu  parayam mass ano class ano ennu?. odiyan anubhavam kondu paranjatha,4
10862,it just seemed like the timing was right,1
13041,he earned a bachelor of arts from emerson college in 1988,1
16825,many probably used nothing at all,1
21835," kaithi win no1  karthi   2025varai,",3
1681, padchone ithippo rajayude koode ano irngunnad pani palum pole thonnunnu,4
10795,diageo north america  smirnoffr vodka is the worlds 1 selling premium distilled spirit,1
21996,their purpose was to eliminate the need for human telephone operators,1
6965, oruthar meethu kaatra visuvasathukaha mathavangala en asinga paduthuringa       sema thala,3
1690, last end. carddd. semaaa.    kathukongaa. fanssss,3
9806, anna vera level na neenga....movie hit aaguma,3
5834,suna bahee aman kya haal chaal hai tere,2
19143, vijaysethupathi  ah yena da pani vechu irukeeinga !!!,3
6084, pulimurugane vellenna fight scene undann thonnunnavar like,4
10727,nahin tum messenger pe message karo i will talk,2
18949,m llamo anna,2
7784,the johns hopkins university press 221 ,1
21184, ethra kodi kittiyalum illellum nalla film aayal mathiyaayrunnu,4
7477, ulla kaaryam parayam.....luciferinte trailerinte level prattekshichu ..pakshe ethiyilla.....,4
15171,are you on whatsapp,2
74, story la attraction kammi ah irukuramathiri irukeaaa,3
20265,mujhe to pata hee nahin tha,2
21228,many authors regard iff as unsuitable in formal writing others use it freely,1
541,in 1985 saints were represented in all three grades,1
6285,all songs were written by the tragically hip,1
7434,thala da always ur fan thala🤗,3
4036, confirm 1m likes varumnu soldravange like podunge machanzz,3
4911,haan vo to hai bhaee,2
13874,this english cult seems to have been short lived,1
5008,the sling is mentioned by homer and by many other greek authors,1
12703, avasanam kanicha kurache seconds scenes kande fdfs urappichavar aarokkee,4
22508, kola kandle irukke padathe pakkame irukka mudiyathu. trailor superrr,3
18361, analum thalai ku siva mela romba viswasam pa,3
19500, ith baghamathy moviede kadhapolund ..  anushka unnimukundan movie,4
19772, ambooo  ettan kidu acting  raju ettan poli making,4
464,tum bhee thand ho kya,2
11951,semma mass  i am waiting,3
2411,#thala vera lavel theme semmaya iki...,3
14823, thala unusual role yuvan  big combo come back,3
8887,the best public observer prize indian youth association kerala 1986  3 ,1
1959, oruthar mela irruka viswasathukka mathavangala en asinga paduthiringa.  thala thala thala,3
14640,rise year and corrupt,1
21599,he was also often referred to by the nickname tubby,1
8001, last superman punch pwolich. ejjathi item mamookka kidukki,4
3007,can you send me request on face book,2
16960,naa pedatha,2
17840, 🤣batman kae tough u kudupan. pola..,3
2801,city h kya koee,2
19971,dislike panna terrorist ah adichu kollunga da,3
17116,the retina contains two specializations to deal with this issue,1
10948,aapaka din shubh ho,2
15665,eee trailor 25 thavana kandavar like adi,4
2088,basss notice kabhee kabhee karatee ho tum,2
14363,this contrasts with other mechanical transmissions that only allow a few different distinct gear ratios to be selected,1
17118, thalaivar mass vijay anna gethu sasi sir waiting,3
17441,mast hu too bata,2
6027,clearance distance relevance to pcbsprinted circuit boards,1
6590,i thought tum bachche ho,2
10176,adipoli fdfs thanne kaanum. pulimurugan onnum ithite athra  varathilla. katta waiting,4
8348, ithil love reaction button indaarrnneeel njekkittt pottikkaaarrnnn,4
17533,love you thalaiva,3
10755, 2019 la super social message thala vera level sir nenga i love u  thala  sir,3
4590,he had one sister called millie,1
7409, trailer not good. movie definite mokkai,3
3232,km gappe maara karo,2
5996,kis ke lie durability,2
5034, release date maatiyowaiting  ikka ishtam,4
11768,attica prefecture boeotia prefecture phthiotis phocis evrytania euboea aetolia acarnania cyclades,1
12804, i am thälâ  fan support in vikram sir,3
15179,tourism is the second biggest industry in the town,1
610,itane single he kee,2
14607, maamangam trailer kanditt vannavar like adi,4
10153, views 25k aayitolu.. but like 77k  youtubine vattayo...,4
14989,yaar ye teenchar emoji se to dar lag raha hai,2
12294, vera vera vera level doi mass  music pakka,3
12812,salt inga irukku pepper enga da kaanom,3
15784,aisa kya mai abhee bhee gumanaam hee hu,2
18826,chakiyo ko main nahin details yaar sorry baby too apane baap ka hee le,2
16859,thala lam oru allu punda  poda pitta badu,3
18302,mandinkas will recite chapters of the quran in arabic,1
19495,bbc   h2g2   cream teas cream teas,1
10963,kuchh nai hoga kya,2
14019, rip  sr prabhu punda mavan... ne theru kodi thaan di...  sad luck karthi and lokesh anna...,3
11965,onnum parayanilla ennalum  oru rakshayam illa,4
6448,where are you from,2
21937, indha diwali kaidhi ku bigil (visil)  podu..,3
17038,pahale mainne poochha tha,2
6798,jayettante oru idi padam kanditt kure naalayi ithil polikkum,4
14315,see lateral thinking mind mapping brainstorming and creative problem solving,1
22581,madhuraraja  film ill prithiraj undoo??????,4
17671,pasand kuchh nahin h,2
9567, jeyikuromo illa thokuromo modhalla sanda seiyanum..,3
696, dislike adicha oombanmaarude shraddhakku....  kittiya collectionum kondu oodikko  chekuthan ninte ettane eduthittu oookkunnund  adyam avante kunna vayileduthu ethane rakshikk,4
12667,tending 2 pathu yarlam shock aaninga,3
21804, kotha gopala krishna naidu thevidiyapaya anda vantha naye,3
14567,adi pavingla... teaser vera level..,3
9469, god marichu ene paranjit ole part karinje oru k.g.f feel thonni,4
16876, you tube ipolum hang anelo 🤔🤔🤔🤔🤔🤔 nale sheriakum,4
7438,this day is still the belgian national holiday,1
16912, njan oru ikka fan alla  pakshe ente romam vare ezhunnett ninnu apaaram,4
19269, goosebumps wow thalaivar marana mass petta parak,3
3070, ippo madhuraraja teaser kanunne illalo youtubil,4
5655, poraaaa.. luciferne tholpikkan ulla mass onnum illaaa..,4
4052,aap kaun pahale ye batao,2
14748,they married two years later,1
18354, thul kelapiya semma mass thala getup,3
6791, adchi oda vidu ellarayum orama nadandhu varareda enga thala veerama  thala bloods hit like her,3
16455, akshay kumar voice kevalama iruku tamil version la,3
2970,raat mein late soee thee,2
22093,talivaru sama sama sama masss paaaa,3
16611, unlike cheyyunavarde annakkil adich kodukana item,4
1622,achchha jaate jaate apana naam to bata ja,2
1454,̷̿̿ i am waiting sk  anna...,3
7297,or check your connection,2
12487, moms be like..akshay kumar nalladhu dhaana senjaaru...avara poi konnuteengaley da apparasandigala🤣🤣,3
18798,thala pola varuma thalada trailerre evalo superna movie evalo supera irukkum,3
20763,bas tere jaisa hee londa hu,2
15959, last dialogue vera level thala,3
12610, adichi thookalaama  thalaivarr : adichi under veroda oda vitruven paathuko,3
22614,ab mujhe tum mein koee interest nahin hai bye,2
19794,kabhee mumbai aao na to bolana mujhe,2
18071,mereko laga chale gae,2
15027, nerkonda paarvai trailer vera level semma mass thala,3
11537, vijay sethu pathi telugu fans .. hit like,3
4013,haan maybe around four ya five tk,2
21328,pink movie bollywood remake i think so,3
2251,  > snow lake shores is a town in benton county mississippi mississippi united states,1
678,during 1999 oldfield released two albums,1
17234, lal fans dis like adi ippozhe thudangi,4
5610, padipa matum evanayalum eduka mudiathu   powerful dialogue,3
12139,in 1973 he joined the myrrh records label and released the album seeds,1
11779, bigg boss abirami i am waiting,3
6132, o.42 sec la mbl uh vachhi akahay kumar veraa level...dir shankar done massive,3
19864, njan idehathinte padam kaannilla,4
4894,the route network had a length of ,1
15449,the mips r10000 used ordinary sram chips for the tags,1
12536,nickname naee ho sakata,2
20665, ith kalki allaa ith kathi aahnu itiri,4
5247,kamaal to ye hai ke do ghante hone vaale hain,2
20555, 200k like ah podunga thala blood's 1m varaum,3
2964, ivantae mukhath akae oru expression mathramae ullu  mandhabudhiyudae.,4
17675,some 115 members of congress were implicated,1
5922, bro support koduthilenkilum dislike adikkathirunoode .,4
18828,bahut door ho par yaar,2
6762,end of blackness by debra dickerson,1
16648, viswasam trailera vida nalla iruku vera level hit,3
9205,manager,1
9780,population census of cambodia main source of drinking water,1
20032,most claims were ignored outside their limited domains,1
11722, ichayan pakkaa massdaaa i love tovino,4
9586, muvattupuzha kaaaar ondo ee padam shoot cheytat ivadaaanu,4
16914, ichayan kasari. kiduki. porich. njgal tcr karude swagraya ahagaram,4
205,il mio inglese non molto buono,2
17672,he was born in fort william ontario,1
2803, traileril oru kidilan surprise undakum ennu visvasikkunnavar like adii..,4
5753,may be network kee problem kee vajah se na aa rahe ho,2
6685, vera leval terailar mass      sivakkarthigayan mass bro,3
19478,beau and the all,1
2850,nahin aaya yaar mujhe bas kisee sujit kumar ka aaya hai,2
18052,pirates of carriebian scenes illennu oru doubt 🤔🤔,4
15394, laletta movie kku super response aanalloo,4
20154,basically i am from punjab,2
17723,it comprises five separate libraries,1
5212, poli oru rakshayum illa pakka hvy  ithu blockbuster adikum ikka marana mass aane,4
20682, comedy ya erukku ithukku billa pandi ok,3
17893,i am not a bhaee,2
1662, 0.15 etha ah chulllan...nte mammmookkka on onn nivrnn ninnl chuttum illeth onnum kanan pattlettooo,4
14619, all time super star in india cinema,3
19250,this would ultimately cost new zealand dearly,1
4343,ini arum malayala cinemayl police vesham kashtapet idanda.. ivde vann kaznju forever kalki ..tovino,4
6414,rerum age bottom relative,1
17970,tumane hee sab details diya,2
4852,the president can dissolve the national assembly,1
1880, naan rajini fan illa.. but can't wait. our old vintage rajini,3
13120, arokke nthokke paranjalum ikka njngade swanthon njngalk 100 kodeem 200 kodeem onm vnda,4
20447, i am waiting vada chennai 2,3
642, ena da hindi la varuthu title uu,3
9016,so ladake apanee jagah sahee hai bechaare,2
16851,haan teen milee thee,2
11256, @1:26 voice over aaraanu ariyuo? vivek oberoi kku dub cheythirikkunna voice??,4
13205,however the 1959 cuban revolution and the rise of fidel castro changed the climate for mob investment in cuba,1
18477,eere news eere network news,1
18688, let's make 10m before 23.59 today..,3
17793,however the program produced disappointing and mediocre records in 2006 and 2007 ,1
21082,pata nahin saamane vaala kaun hai,2
20048, maranao massu maranao tuffu tharano adhuku thalaivar trailer utharanam,3
21836,goa k paas hai karnataka,2
9004,parents ne dekh lie to bolenge padho padho,2
2714,stalin had long distrusted her,1
12634,in addition the city has a civic center at the municipal complex,1
18508,james small rugby player 13 ,1
2894,his 52nbspstolen bases were third in the league,1
4251,lucy ooh ennik okk aar like tharan,4
15843, massnaaa semma massrajini sir superbbb paaaaa,3
2921,bas aise hee kisee ka reference de rahee,2
9924,the cap combines both upload and download for the total limit,1
6460,har koee insaan hee hai,2
8032,the administrative centre of the municipality is the village of siljan,1
630,bihar mein kahaan se,2
22050,daily vandhu comt pakkaravagga like here,3
8451, colors tamil serial set mari irruku,3
10354, super ajit kumar sir from andhra pradesh fans,3
15506,it is the county seat of jackson county mississippi,1
4364,hola hee raha hu,2
6692, mamangam alla avante apppan vannallum eth vijayikkum,4
10347,nai miss gumnam se seedha miss prakriti ban gaye,2
9843,i am fine but now your not,2
1774, derik abraham use cheyyunna car edaan,4
17075, enna da trending laye kaanom ....,3
15491, ethatha naa eathir paathan nu solravangala oru ah podunga,3
22643, gaming king gopi fans like here,3
16965,nahin ki kabhee kisee ke saath,2
13875,kya karate ho aap,2
18268,satyathil kurachum koodi standard pratheekshichirunnu. ithu  joshi  style. kadha ithil ninnum manasilakamallo.,4
2634, lucifer pola nalla oru padam avatte,4
7598, kanji edukam samayam aayiee come on guys,4
22199,these songs were even played on national radio,1
22124, e oru trailarinu vendiyanu njan kathirunnathu powliyanu... kiduvanu... katta massanu....,4
8580,is se pahale v baat huee thee tumase,2
21686, anils nethu kodutha adiya marakkave mattanga,3
17803,trailer kandappo pulimurugan evdeyokkayo ulla pole orupadu sammyam undu.,4
6290,your nice name please,2
114, nkp trailer  ellam aven seyal movie matiri  eriku,3
7101,here to see rangaraj pandey sir,3
21001, thala da vera evan da nee vaa țhąłå,3
11038,bol paise kharch ho rahe hain travel ke,2
4157,there are two main rival parties and a number of smaller parties,1
6810,groups 20 a season,1
15161, bgm okke powli.... but poster kond undakiya oru roomajam teaserinu tharaan kazhinjilla..... endhokayo suspence und enn manasilayi......... waiting,4
11191,line the,1
15674, zee tamil puthu nadakam ma ithu aj lam irukkanu,3
1556, neraya neraya neraya neraya neraya neraya.,3
17161,may i know your good name,2
17343, rajini fans like here and subsibe me,3
13184, uff  vere level mass trailer  otta peru mammookka  mamangam,4
7980,katta waiting jayetta oru onnu onnara trissur poorathinu...... mass alla marana mass anne .... jayettan polich adukki.. padam,4
3609,rentu patamum vetri pera enathu valthukkal,3
17431,they were instrumental in convincing chiefs to end the practice of human sacrifice,1
17964, konjam othinkitu oti pathunkitu varathu thalaivaru,3
5519,lifecasting of faces was imported from traditional maskmaking,1
15734,podra like ah....edra fdfs ticket ah,3
13897, innale 7 mani muthal kath kath ninnu trailer nu vendi.....thakarppan trailer .... love you mammukkaaaaaa,4
16470,mere college mein 20 mb vaala hai,2
7955,merako singing pasand hai,2
11437,in time zed learns the nature of the vortex,1
15071,his parents pressured him toward medicine,1
13, last climaxil oru dialogue und ... baseere...nee ente chonna shaddi kanda.....,4
20399, kidilan trailer .. ikka ushaarrr  ithu super hit aakumennu urappichavar ivide chumma likeetu pokko..,4
5399,there is no age limit for co drivers,1
17919,her charges the robinson girls ultimately became her lifelong friends,1
19973,other major arab american communities are,1
16723,yaar tum bande bade sahee ho,2
6518," viswasam, ner konda parvai, family  audions pidichidaru thala",3
15168,whats your name dude,2
653,toh mera credit card max kar degee vo,2
12031, hoo kolamass item thannee...bgm oru rakshayumillaa,4
12544,not good film...zero is far better,3
18182,naam kya hai aapaka,2
22441,the miniseries was ill regarded by fans,1
3826,are bhaee ja na tu,2
2955,1m likes kooda oomba mudila   fan base matter,3
22539, maranam mass u maranam adukku thalaivartha poranthu varanum🤩🤩,3
10772,she and taylor portrayed rival actresses,1
13590, villan aayi suresh gopi venam aayirunnu,4
10905, thirumba thirumba pakkuravanga mattum like podunga,3
2725,message send kar raha hu,2
21698, super thalaivaaaa your styles appadiye irukku,3
20669, padam. kandu kazhinit trailer kaanan vannavar ivide like adi,4
4483,the dam that stops the reservoir is called po lo pa lit,1
269, super  super  super  rajani  mass ssssssssssssssssssssssssssss,3
11778, seri kadaisiya varrathu rajiniyaa illa ms baskar aah,3
13056, i a m a katta mammookka fan,4
12946, cinema kanditum idakku idakku keri trailer kanund,4
3177, dislike adicha oolakal odikooo.... heavy trailer!!,4
13593,so called cyclic alkanes are in the technical sense not alkanes but cycloalkanes,1
12739,tum request bhejo dekhata hu tum konasee hema malini ho,2
11039, marana  mass   thala,3
17830, eppozhum views koodunno ennariyan vendi varunnavar undo,4
18911,by what name you are on face book,2
9919,in most wiccan traditions fire is associated with,1
3929,ha vo to pata hai,2
22532,amio tomake miss korchi,2
15350, oru saada nalla naatin purathe kada..athre ullu...aenike ishtta pettu.,4
11016, idhukum 5.9 k dislikes ahh.. viswaasamaana fans pottadhu pola irukey,3
17554,ayyo epaappaa varum jan 10. trailare ippadiyaa... naangalum kolai kaandula irukkom. naalaikke jan 10 varakkodaathaa.....,3
5206, thala pola varuma  thala eppavume mass vera level,3
19096,bahut zyaada ho raakhee hai yaar,2
22553, dear mammookka,4
8895, padam paththudu vanthu  trailer pakka vanthavanga mattum like podu,3
8299,tumane abhee kahaan pass ho jaoonga,2
10148, my god wowwqwwqw what a man rajini sir,3
9819,he dropped out of high school to accommodate this enterprise,1
2065,sab so rahe hai,2
10685, dialogue saguradha irundalum sanda potu saganum sir kai kaal la vilundhu saaga kudadhu,3
14630,the north,1
15932, mohanlal mamooty fan ullavar adik like,4
20982, i am from telugu. but i like his attitude...🤘,3
482,history of iran ayatollah khomeini,1
1140, only 192k views... (11 pm) പക്ഷെ 190k like... 19k  dislike... ഇത് എങ്ങനെ...... 150k like paid അല്ലെ,4
12407, bhai jo mera channel subscribe karega me uska channel subscribe karunga,3
18752,apppapa mudiala pa... extended teaser ...shankar big flop,3
21667, sambavam kidukki fight parappich parappich thelung kadakkuo🤔,4
17117, thalaiva semma style   pakka mass,3
1271, padam peru “sangatamilan” aana producers ellam “reddy’s”  “strategy”  usar ayya usar uh 🥁🥁,3
15499,see also the section about navigation below,1
14205,the town is named after nearby bowstring lake,1
131, keralathinteyom madhurayodeyom raja nammode swantham ikka,4
9047, super thalaiva.indha dhadava pongal marana mass .visvasam kusuvasama ayidum,3
9156,waiting vadachennai 2 ku next project start pannunga romba aaval la irukku,3
3993,ente ponnu mammoooka mass item veendum..bgm aanegil onnum choikandaa porichu,4
7950, hindi villanunga tholla thaanga mudilapa saami,3
11412, h raja reference kandupudichavangalam like pannunga,3
416,the mill eventually became its own town and even had its own separate police force,1
8264,to phir apana haath dedo,2
8206,gubernatorial elections are held every four years,1
7065,it is also known as eucosmodontid woodi weil 1998,1
7468,chalo dhoondhane ne mein donon ko hee jyaada time nai laga,2
6723," to haters: ungalku comfortable-a illana, neenga kanna mudikalam!",3
4296,he also stationed 15000 cavalry on ming territory,1
11100,aur kal ka nau bhee ke around,2
1130, kidu   padam kidu aayaa mathiyaairinnu,4
21892, superstar coming back  petta pattaya iriki,3
6739,but your native,2
13337,kaun ho bhaee tum kya chaahate ho kyon maje le rahe ho,2
2555, intha padam nalla odanumna bigil kuda motha vendam,3
22082, madhura raja theme 8d bgm  and share a katta mammuqa fann..,4
6393,the closest anglo american equivalent is the detective,1
17805,haan bolo kya,2
19980, hindu kalku mahiravan islaminu ebileesu christianikalkku lucifer,4
2017,mangal grah se hu,2
18804,mein ehapar hee all india institute of medical sciences mein padatee hoon,2
5574,wikipedia talkselected anniversariesmay 7   edit,1
18862,commissioner district v   brenda carey,1
15320, vere level ... onnum parayan ella....,4
3106,poora naam kya hai,2
3357,aage kitanee hai tumhaaree,2
18978, 212k wtf?  202 k likes and 20k dislike?,4
4034,rajni is rajni no one can take place of him,3
16566," wow thala semma , yuvan music",3
10960, annyaayam... *romanjam*    ikkaaaaaaaa.........,4
4513,thala nenga endha marri nadichlum nenga thala thaan buy thala veriyan,3
19929, 6.4k dislike ... ijjathii rodhanam annaloo ....,4
12496, kola gagdla irruken....magane kollama vida matten.....badsha 2.....,3
2439,ameedap sir yellam thandi poitinga thala mirattalana performance.,3
9180, ipidi than da irumugankum buildup kuduthinga,3
1091,c murlin j aqueous extracts of pancreas iii,1
3972, chitti reloaded..   expectation overloaded,3
22682,only three aircraft were returned to france,1
17381,miss gumanaam ab to apana name bata do,2
11524, padam   pole anu muthe,4
