,text,lang,is_valid
13718,jaiye hum nahin baat karate aapase,2,0
11443,the finnish anti aircraft also had 314 confirmed downed enemy planes,1,0
1373, ikka ningaloru sambhavamaa...   trailor thanne ethra thavana  kandittum mathiyavunnilla...   appol movie kola maranamass,4,0
18720,are main nahin miloongee,2,0
5285, urakkam nashtappettu  ith pinneyum kaanan thonnanu,4,0
9726,the album hit number 1 in america and placed high in many european countries,1,0
3571,mainne isee par kee hai,2,0
13080,ke i am a boy,2,0
7414, ufffffff ichayaaa pwolich ur die hard fan 4 ever,4,0
10115,apana name to batao fuu,2,0
17289,jo ab gumanaam nahin hai,2,0
15419,it was here that carson died peacefully on 22 october 1935 ,1,0
168,809 is probably the only premium prefix,1,0
17516, mammunny avide 5million kond erikkuva,4,0
11484, gethu solluvanda thala in nkp kola mass,3,0
7952, pinneum pinneum ithu kaanuna ethra peer und,4,0
15625,mammukkaa  aa shabdam kelkan matram njan ee trailer 10+ times kandu.,4,0
18133,pahale bata de raha,2,0
3224, rajuvettan pwolichu .. ini abhinayikkan time illathavuo,4,0
14817,he example apaches,1,0
3324, reddy produce pani sangathamilan per la release agutha padam.   ena koduma da ithu,3,0
9562,peretz transformed tnr into its current form,1,0
10034,and part of me feels bad,1,0
19491,cool baby aur bata life mein kya chal raha he,2,0
19799,and what is your name,2,0
358,whats your figure,2,0
17693,super star na summava... yan thalaivar,3,0
6799,mainne kya kiya,2,0
17175,been frees long the,1,0
18694, machaa.......aa bgm ente manasill angottu keri polipolikukayaanu,4,0
7915,vaise mujhe interesting baaten karana nahin aata,2,0
10317,sk powlichu onnu parayanilla semma mass,3,0
833, ejjathi ..  item.... lalettanum fansum pwolikmmmmm,4,0
13901, apa deepavali ku paakalaam epdi saaga poreenga nu.... like ur guts to compete with our thalapathy...,3,0
16434,you male ya female,2,0
860, seri kadaisiya varrathu rajiniyaa illa ms baskar aah,3,0
10512, opening la vara andha stage dance aha partha yuvan song aha pinni eduthuruppar pola,3,0
13025, pirates of caribian alle etu atanta angana,4,0
20344, unda kaanan paisa illatha njan engane ini ithu kaanum oru pavam mammootty fan,4,0
16729,tuvan builds morphologically complex words by adding suffixes,1,0
11309,petta paraak thalaivar oda atathuku waiting....,3,0
20132,machanmare ente chanel onnu ellarum sub cheyyo,4,0
3766, camne bole trending kt malaysia? yg dri malaysia like,3,0
2841,musical line pe jaana h mujhe lekin family pressure,2,0
11815,agar karatee to master of business administration karatee,2,0
18771,naan unane brother nu kupduttumma,2,0
21639,me whats application use nahin karatee,2,0
15059, kanditt oru naad rakshikal cliché aanenn thonunnu..,4,0
6668, 2.0 waiting veriyans like  here,3,0
12679,bachelor of medicine bachelor of surgery padhate ho na,2,0
10161,each province deals differently with private religious schools,1,0
8535,to basal saahab hila ke so jao ladakee itanee aasaanee se nahin milatee,2,0
20340, starting looks like king liar malayalam movie,3,0
17072, thala ipdi neraya neraya neraya neraya dialogue sema,3,0
3694,mere lie to hai na and every girl is beautiful in her own way yaar,2,0
1232,mera v exam chal that bhaee,2,0
13234, fight scenes &  bgm vera level nu soiluravaga ................,3,0
2874,vo bure hote hai jo aisa karate hai,2,0
14081,nahin twinkle khanna ka twitter account ka name hai ye,2,0
15912,he also hit for the cycle once in his career,1,0
11977, kakaikku than kunju pon kunju thala racigan da,3,0
11201,this proved to be a very successful program,1,0
8573, thoongi enthiracha vudane evlo million views nu paka vanthavanga like podunga....,3,0
8250,kaha se dhoondoo aur,2,0
19480, ippo trailer parkura angaali pangaali ellaarum oru like podunga,3,0
15761,mangal grah se hu,2,0
4043, 2017 = puli murugan 2018 = kochunni 2019 = mamangam,4,0
563,yeah did in school and college,2,0
19962,virtually all the antiquities of safed were destroyed by earthquakes,1,0
6407,yahee sonagachi mein hee rahake yahaan ka aurat aur ladakiyaan kaam karatee hain,2,0
1281,phir kab kaha milogee,2,0
12013,abhee kitanee baat hogee hamaaree,2,0
6067, style vara level super,3,0
15949, thalaiva superstar rajinikanth number one mass hero,3,0
1255,akshara hassan and vikram sir super,3,0
19841,botham then became key in two stories within greens life,1,0
19918, sk வுக்கு theme music வேண்டும் தல yuvan! title bgm semma .,3,0
11065, muruganae kolan stephen thanae vendi vannu enn urapp ulavar like adich pwolik.,4,0
149,cybersex is sometimes called mudsex in muds,1,0
248,where are you from ankitha,2,0
398, padam kantavera onu like addiiiee aaa,4,0
10453,cave in of private,1,0
19538, just looks like cartoon so bad,3,0
5918,alcohol  the subject is still controversial,1,0
10215,mera net pack khatam ho raha h,2,0
6933,another option is an outboard motor,1,0
7275,miss gumanaam ab to apana name bata do,2,0
1522, hvy  rajuvettan rocks 🤩🤩🤩 lalettan,4,0
15708,bitcoin se pay karana,2,0
10321,art and craft of hairdressing wolters,1,0
17537,1:36  semma lamp odairathulaam semma.,3,0
13763, rgv movie lo bgm s ela untundo ala unnai,3,0
10764,do vahaa dekh lena,2,0
13951, talaiva super..... but my kutty talaivan vjsethupathiku ummaaaahhhhhhh,3,0
11952,it now has normal status,1,0
8984,karate h karate h ten minutes aur,2,0
22723,yaaru pa antha 39k dislike.. uh... bayanthuteenga pola...  antha bayam apdiye irukatum thalaivar mela...,3,0
12025,majaak kar rahee thee bas,2,0
21190,it reached 4 on the billboard 200 chart,1,0
16886, views got stuck on 70k,3,0
2338,for pieces,1,0
7976, siripaana tharamana sambavatha inemey tha pakapora,3,0
18779,what type of job,2,0
12862,three flags were forwarded to the public,1,0
8163,hi wahts your name,2,0
21560," remake from malayalam movie, chinathamani kola case suresh gopi,bhavana movie",3,0
6725,ha okay bye brother,2,0
2807, vayasu analum unga style um alagum innum ungala vitu pogala....old time rajni ah pakaramariye iruku...,3,0
13998,rarely koee real ladakee hai yahaan,2,0
18448, views hang aayenn thonnunnu kure neram aayallo 462 k aayi nikkunnu  50k indarnna like 85 k aayi,4,0
9361, orikkal kandal orikkalum marakkatha drishyanubavam addayirikkum mamangam oru like thannoode,4,0
18545, thalya thavira verayaarum tamilla intha charter pannave mudiyathunu ninaikkiravanga or u like pannunga,3,0
10692,hostel mein rahate ho,2,0
17707, nkp is going to be ur best after vaali,3,0
19388, thalaivaaa waiting  oct 4th wat a dialogues​ total team  avangaloda best kuduthutanga,3,0
10206, apadiyalam nadakathu nadakavum kodathu mass scene,3,0
16732, 1:45 enta ponooo ..ota peru mammootty...,4,0
18718,mela vanthavan ta kekura kela poi keluda crt dialogue for vjs,3,0
16987,two of these seats are held by the hsls,1,0
19951, pandaa ku  puthu  life,3,0
2352,first quarter 2007 fec filings ,1,0
1014, nerkonda paarvai thanpa inga pathigala thala oru thatava kuda kanna simitala.. wow.. thala vera leval..,3,0
16122,thresher conducted lengthy sea trials in the western atlantic and caribbean sea areas in 1961 and 1962 ,1,0
4405,more letters of charles darwin 2 vols murray london,1,0
16012,that i want and leaved you at that time,2,0
11230, like potutu video potavanga yar yar...,3,0
22320,yahaan kya chudai kar vaanee hai,2,0
1808, mamoookaaaa massssss.....uff rakshayillaaaa...ikka ennum mass ka bapp,4,0
6748,too chaakee hai,2,0
5937, ithu kandittu oru puklimurukan feel thonnunnu,4,0
8446, ejjati item ettan pwolikkum all the best raju etta,4,0
18989, uff malaru tension adichu chakum entha entho..padam irangi hit yennu kelkathe oru samadhanam illa :(,4,0
16016,verithaana over loaded...comment padika vanthavanka like podunka,3,0
13335, *kajal  fans subscribe *,3,0
19017,lock for leicester tigers and ,1,0
5646,vijay sethupathi annaku nadipu but dance..🤔🤔,3,0
15951,union county is extremely diverse,1,0
244,st marys church parish history,1,0
10597, colors tamil serial set mari irruku,3,0
21811,in many ways calcitonin counteracts parathyroid hormone pth,1,0
19776,13k dislike adicha guhanzzz stand vitt pokendatanu,4,0
5747,us picture mein drawing sheet par headphones bhee hai,2,0
16668,akelee hu yaar rajaee m,2,0
4651,warwick also has a major woolworths warehouse,1,0
2477, ratchasan music madiri iruku.. starting strings,3,0
6726, thalaivaa..... love uno words hyo paaaah🤩🤘,3,0
22357,jean srs parents were born in kansas,1,0
4251, different ah super ah iruku,3,0
17000, sreekumara menone naari nee ithonnu kaanu,4,0
22534,servas international is a federation,1,0
8465,this adapts pictograms into phonograms,1,0
17274,and what about you,2,0
18273, muppathil kooduthal thavana kanda njanalle sherikkum mess,4,0
7105, mammokkente ( big b2=bilal )veranam ennu agraham ullavar undoo,4,0
7188, padippu padippu nnu solrangale... ethanae pearku idhu arasiyal reediya puriyudhu .. parippe vitte nee kette...,3,0
21293, endh kashtaman idh trailer alla teaser ann,4,0
10753,aur bataiye miss superwoman,2,0
10663,houses were purchased with niedinghaus mortgages,1,0
1720, surya thambi karthi poii karthi oda anna tha surya airuchuu,3,0
2146, avasaanam odiyande oru  honest review kandu. cheytha chettanmaarkku naani :),4,0
4906, super sk dha mass and movie pakka varalinalum paravala adha asigga padutha thivya plzz,3,0
16661, poli  teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra?  ningalkko?,4,0
11341, dhanus acting sollamuiyala asura very manusan eppadi ippadiyallam   semma,3,0
9753,from where you are,2,0
3561, k   t  thiii,3,0
16058, karthik subbaraj dheivame thalaivara thirimba kuduthadhuku kodaana kodi nandri,3,0
21461,hi who s there,2,0
14374,kyon problems bada rahee ho baby,2,0
9129,dc talk originally dc talk is a grammy award winning contemporary christian music trio from lynchburg virginia,1,0
11247,inspector parker wimseys friend is investigating this,1,0
461, ajith ah vida rajini  youngah theriraru petta movie la.... maranam mass pongal,3,0
6392,may be they want to compare,2,0
11889, peta nu peta ani anochuga.petta ani petta kodila aravala? tamil over ennenlu ayina podu .sambar saambaare🤣🤣🤣🤣🤣🤣,3,0
12855, pls 1nu movie kanu chirikkathaver chirikkum  pattuna pani nokkuva ea70 vazhzsil pls prayathe bhamanikkunu,4,0
10333,cpt 1 transports fatty acids into the mitochondria for oxidation,1,0
1805,abraxane drug information food and drug administration january 7 2005 ,1,0
14808,its easy aage life aur hard hone vaala h,2,0
20473, aptilam nadakkathu nadakka kudathu fire on eyes thala,3,0
17248, dislike adicha myrenmark vendi like adi,4,0
4310,sorry meree hindi itanee theek nahin hai,2,0
18640,kis subject kee ha,2,0
21513,ham sahee hee kahate,2,0
378, super thalva  super star rajni,3,0
1142,jute packaging is used as an eco friendly substitute,1,0
9571,following the first deportation the germans reduced the area of the ghetto,1,0
10419,achhi chal rahee hai,2,0
14865,dislik adichaver undo evide kudi onnu adichitt ponnea,4,0
13365, tha... dislike pannavanlam vayiru erinji saavungada....,3,0
9120, kidu energetic trailer     dislike adikkanum venam oru manakkatti,4,0
6496, kola gaandula irruke mavane kollama vida maatan,3,0
20224, kilavan aijth look as 80 age old man,3,0
8486, romanjification love you laletta ithu pwolikkum,4,0
21737,idu entina trailer il padam motham kanikune?,4,0
14464,to aaj kee kee chant chaalaak naaree ho,2,0
17350,yahaan delhi m to philahaal,2,0
7482,eventually he settled in the northwestern suburbs of paris,1,0
2452,new direct brain interface mechanisms may provide future remediesparker,1,0
11045,just your name brother,2,0
8759,haan par yahaan achchhe oranges nahin milate,2,0
15072,danush vijay and karthi fans like it,3,0
14961,a federal government economic development initiative is attempting to diversify the cbrm economy,1,0
15277, hit like for rajnikanth sir and akshay kumar.. ek like to bnta h,3,0
1413, anils fans ellaarum vaya mudikitu odungada ella vayilaay vettuven,3,0
10935, madhuraraja blockbuster aagan madhurey hero vijay fans ente aashamsakal....,4,0
4492,and the,1,0
9021,university of nebraska at lincoln,1,0
8627,both parties are not included in the timeline below,1,0
19615,whatsapp pe aao,2,0
10671,us time last message send kiya tha ye ye donon jagah,2,0
820, pratheekshakalkum appuram kaatti thannu pratheeksha orupaad uyarthu prithivaraj enna nammude malayalikalude swakarya ahangari...!!,4,0
7500,the middle seat will also be kept free,1,0
3917,i am a boy you,2,0
14062,mis gumnam tum to softer ho rude kee jagah,2,0
22097,several sunni muslims encouraged malcolm x to learn about islam,1,0
10467,baal kheench meree chut ke,2,0
3998,tumhe bura lagata hai kya,2,0
3132,producers it,1,0
19858, therikka vidalama......thala massssssss......love you thala.........  thala thala thaan.yyaaaaa,3,0
16101, gommaale haters appidiye vandhu mandi pottu oombungadaaw thevudiya pasangalaa...,3,0
21020,this stage is approximately 225nbspkm in length,1,0
15756,face book say whatsapp kisse,2,0
8419,paakka thana pora ini intha viswasathoda aattatha,3,0
11821, yanada....last la... bigil ku ... reply pana..maari irukayy 🤣🤣,3,0
19120, enna elavu da idhu .... indha karumathuka 500 kodi,3,0
1645, hindi version dekho ye h link,3,0
13846,so you are from,2,0
16224,water is often referenced in their songs eg,1,0
14952,whats app karoge kee nahin,2,0
16853,abe main ladakee hu,2,0
1307, nice...ikka mass   . all th bst #lalettan fan,4,0
4556,sema mass movie. music sema mass.bgm sema mass,3,0
13106,career goals and bla bla bla,2,0
5996, indha pongaluku marana kaatu katrom vaa thalaivaaaa...,3,0
9265,hathee patala ho gaya,2,0
4561,mandolins come in several forms,1,0
13750,guya 1 million like vaarnum .,3,0
2561, su sugunan su gu sugu su gu suu bug una,4,0
11408,naalu bengaalikal vijaarcha theerunate ullu ninte japan epic!,4,0
17662,tab to kiss karane ke lie jyaada pair nahin uthaane padenge padenge,2,0
913, mohanlal kazhinje vere oru nadan ullu,4,0
11695,thaaa kolla marana masss thalaivaa nee vera level,3,0
4342,kya karatee ho tum,2,0
18831, trailer kollam pakshe annu blouse undayirunno,4,0
2195,packers fan clubs from packerscom,1,0
11245, trailer kandathode padathinu oru theerumaanayi chali padam,4,0
8813, laletta oru raksha illaa all over super annu.. thanks to prithvi,4,0
10386, kandette hindi cinema newton inte kore similarities unde,4,0
8422,unusually the company is owned by its main customers,1,0
6561,mitchell did not fight the election,1,0
16672,thala na summa va thala da,3,0
21454,be brought homeopathic emi,1,0
4595,sub pop oral history going out of business since 1988,1,0
11999,bogislaw x in allgemeine deutsche biographiebuchholz 1999 p189,1,0
17899,owens death occurred only a week before the war ended,1,0
17939,ab theek hai kya,2,0
822,see list of windmills in cornwall,1,0
19857,yuvan & sk fans hit like,3,0
3599, ഒടിയൻ polee avilllaa urapppa     lalettaaa pwolich onnum parayanillaa,4,0
11120, one like for rajni kanth fans,3,0
21817,vahaan nahin deekhata kya,2,0
8938, ee aduth kandathil veach.... kidilan trailer....  ikka....padam pwolikum,4,0
16533,thala fans faster 1m likes varanum 4 days achi wat happen,3,0
9222,digital techniques are also used in advertisement,1,0
7141,glen ullin was founded in 1883,1,0
12663,maoist alla avnte achn vare namml adich odikkum ikkaaa,4,0
12491, vfx mokka daww sollitu oru group suthittu irukkanunga,3,0
17843,ethu ennanu theriyamaleya dislike panni vachirukkanga....mutta pasanga...the legend sankar sir's trailer.......,3,0
10528, neega thalaivar gethu nenacha oru like potu ponga,3,0
8687, romancham vanna trailer... and ...lalettante..vaadaa...!!!.... ith pwolikkum.....,4,0
1350,and as mentioned above the debate must be sung,1,0
4733, undayum illa oru andiyum illa.nammuk nammale ullu...uffff dialouge 🤩🤩,4,0
22410,siva sir viswasatha next pongal 2020 la release pannunga. thalaivar sema gandla irrukaru,3,0
16736,point to and,1,0
8270, sivakarthikeyan fans like here  yuvan shankar raja fans comment,3,0
3260,vu has co sponsored and co supervised the awarding of ics doctoral degrees,1,0
7319, thala thala thala  always mass+class  loveeeeeer youuuu thalaaaa,3,0
11248,mujhe kisee s nahin diya,2,0
11068, thala veera level.... from pawan kalyanfans,3,0
7622, sema trailer bgm super eruka  iam waiting  pongal  petta pakam 🤩🤩,3,0
11267,aapaka kya chal raha hai,2,0
9179,chapter 8 of ar4 reads,1,0
16049,enthylm 300 koli thallum muzhuvn fans.......,4,0
20874,ഇജ്ജാതി bgm..  power full mass entertainer loading......,4,0
10582, dialogue saguradha irundalum sanda potu saganum sir kai kaal la vilundhu saaga kudadhu,3,0
10239,hollywood level trailer handsome hunk vikram,3,0
3233, ithu pradheekshikuna ....pole avilla ...padam avarage ...,4,0
6874, massuman manssuman enn prnjatt ethil mass evdre,4,0
22597, vijai sethubathykkaga trailer  paakkuravanunga poi seethakathi paaru...rajini only mass..marana mass,3,0
3801,abe hamaara college na autonomous hai aur national basketball association certified hai,2,0
20388,the current legislation is the abortion act of 1974 ,1,0
16330,their son michael who became a barrister was born in january 1915 ,1,0
5330, 16 nilayil pottum.. serial pole undu trailer.. valla kizhangum parilkkaan poda kovala ...,4,0
13432, ipavum repeat laiyae dan irukku,3,0
22201,and from where are you,2,0
22425,koee gaana suna do phir,2,0
6646,facebook pe main tumhe janata naee instagram bhee agar pervert hua toh block kar dena,2,0
10978,hole hole zindagee ko,2,0
17183,chal achchha insaan h tu,2,0
6176,green peafowl have also been documented attacking young leopards and an adult fishing cat,1,0
1129,she is also a member of the labour campaign for electoral reform,1,0
16087, mamankathinte naatukar tirur tirunnavayakkar adi like,4,0
2889,tactical shooters are designed for realism,1,0
8406,in public life he was noted for his environmentalist views,1,0
21564,the us supreme court has ruled,1,0
8641,valentine of genoa was treated by jacobus de voragine in his chronicle of genoa kelly p 85,1,0
18888,nahin yaad aa raha,2,0
22615, nalla padam ayirikatte odian pole akathirunnaal madi all the best,4,0
6079, suraj ettan nn kuruch koodi screen time kodukayirinu... prithiviraj de direction reference kaliki  overall pwoli padam,4,0
4137, masss bigil enna etha parungka pa,3,0
5843,vo to tumhaara dil soft h isalie pila diya,2,0
10021,kozunak is a fruitcake usually prepared for easter,1,0
16772,teree maan so jo gaee,2,0
20114,st anthony may be called the founder of the first and st pachomius of the second,1,0
1272, evide yo entho oru twist... manakkunnallo🤔,4,0
16916,in 1150 the birkenhead priory at birkenhead was established,1,0
2439,pahale thoda wait to karo,2,0
20612, release in telugu karthi anna,3,0
16449,achhi nahin lagee kya poochh rahee thee bas,2,0
1484, trending in sri lanka.. i am very happy. hit like..,3,0
21295,i will trust on you,2,0
21260,there were also remains of two women,1,0
15450,vayya anna wait cheyyan inn iraakk pettan,4,0
9730, thala marana mass u1 music mass,3,0
21276,unmaya sollununa thala  vera level,3,0
12600," sivakarthikeyan anna real fan's her like ....,",3,0
15452, irudhiyil ivarum mgr labelil dhaanavar cinemavil hero vaazhkaiyai ottuvaara,3,0
5610, epo dhan 1m reach panradhu quick,3,0
14637,abhee tak so rahe ho ya uth gaye,2,0
9622,what are you doing in studies,2,0
13893, pandey thevidiyaa paiyaan yedhuku ithula varaan,3,0
22520,is it aadai (tamil film) remake?,4,0
15590,he has developed several new synthetic reagents,1,0
10489, ikka and rajuettan... uff goose bumps,4,0
9366,kis post pe ho,2,0
16362,voh wedding card pe print karavaana hai na,2,0
17223,but aap hindi kaise bol letee ho,2,0
16747,acp ko bhool gae kya,2,0
20666, model schoolil padicha lalettan ille ee cinemayil,4,0
21317,but konasa recharge kar doge,2,0
21892,next disaster from vikram after irumukhan,3,0
9184, oru pandi comedy pandum pole unnd,4,0
704,tumhaaree aankhen kharaab hai,2,0
21330, ikkaa fans like...here... and plz watch and share...   trailer views  record namuku pidikanam,4,0
17372,are please reply if anyone is there,2,0
10485, jaathee mathangalkk adheedhamaayi manushyaneyaanu snehikkendath enna threadil cinema thudangi athe threadil cinema avasaanippicha samvidaayakanu irikkatte oru kuthirappavan,4,0
126, ayee....orumathiri oru tamil kathii padam pole indu.....,4,0
575,nahin girlfriend banaanee hai,2,0
20113,rajini mass my age 18 na rajini fan da,3,0
16760, ethu satha petta ella marna petta,3,0
9039, suma suma batman yenda copy adikuringa,3,0
9357,pahale aap dikhate kaise ho batao,2,0
9185, semma semma semma. its like hollywood  movie,3,0
15102, njan mathram aanoo comments vaayikkan viindum trailer edukkunnee,4,0
19174,shakti maaaaaan. sankarji vazhangum sakthi man 2.0. . ondru hollywood tharathukku meala illa atharku nikaraanatha irukanum.,3,0
16446,stuart is saved but daniel is exposed,1,0
12190,tera baap ka naam nahin hai kya,2,0
6197,new brunswick joined the canadian confederation in 1867 ,1,0
1699,nothing kuchh nahin,2,0
18054, eth 2 um kalpichulla padam aanenn urapp aayi,4,0
4325, energy level 100% thalaivar marana mass  ungaluku vayasu agala 🤘,3,0
109,raf coastal command also followed shortly thereafter,1,0
12336,but why dont you tell,2,0
20770,or it might be a single divine name,1,0
5429, 10m viewsla 1m kooda thodala  thooooo,3,0
18039,lagata h tumhe aaj tak koee ladakee milee nahin yah pe tabhee tumhe doubt h,2,0
4208,trending la varamaley 250k likes,3,0
15451, 73 dislike raatham vaathi eduthu savaaaaa.,3,0
3978, i phone vs android nu ninaikiren,3,0
10413, oru all mala katra viswasathukaga mathavangala asinga paduthuringga,3,0
11243, kalu odinja sidheeq veendum policayi,4,0
7002,trailer kandappo thanne romaanjam limit break chiedhu....cinima kandaal romaanjam kondu marikkum....,4,0
3498,212k views,4,0
15210,itane single he kee,2,0
21038, ethenna pottan kaliyo idhano big budget cenimede dialoge,4,0
1924,ladakee hai hee naee yahaan par,2,0
11979,settlers began arriving in the 1830s,1,0
516,laura le le maaloom chal jaayega,2,0
937,age aagala thalaivaa theatrela meet panvomaaaah...dishium....viswasam....,3,0
8138, ikka mass alle.lalettan fans kude ondu,4,0
13676,the planetary model of the atom had two significant shortcomings,1,0
11044,he would later become chairman of the hawaii statehood commission,1,0
12929, nanjankotta ennu ee film nu per idaamayirunnu,4,0
22270,too bhee dede bhaee,2,0
16776,bas aap is ko sambhaal lo,2,0
16849,he has acted in over 400 films,1,0
17612,he then asked to purchase an advertising,1,0
15600,ennagada trailara release pannittiga.....ok thala good mve choose panni irukkaru,3,0
7182,aisa na h yaar mane to abhee tumako dekha hee naee,2,0
15469, vaa thalaiva vaa thalaiva vaa thalaiva .. ennode thalaivar chumma pinraaru .. semme mass..,3,0
4432, pavadai kalin kaikuli vijay padatai indukal nangal parka kudathu,3,0
13316, mallu students canada arelum? like here,4,0
8660,thus began the history of sport club internacional,1,0
17187,har branch ka alag wifi hai,2,0
20317,kahaan se hai aap,2,0
13015, mollywood stylish aavanmenkil namude ikka tanne varanam      mega star,4,0
6415,visvasam trailer parugga semmaya irukku like pannugga,3,0
16928, vijay sethupathi fans hit like,3,0
10700, padam release avaruthukku munnadi 13 milion views varanum,3,0
3832, thala mass! but court room perusa irundhurkalam.,3,0
1270,papa kah rahe hai kya ho gaya,2,0
15480,paolo rossi scored all three of italys goals,1,0
19278,no contemporary letters or diaries describe how austen felt about this proposalle,1,0
20728,poore din karate hee kya h aur,2,0
15207,aap mere ko facebook pe request bhej do,2,0
13521,where are you from,2,0
12497,balochistan is rich in mineral resources,1,0
10107,and what brings you here,2,0
4756,a resin holds the mixture together,1,0
5413,hit like for rajni if you are a true rajni fan,3,0
18330, vera vera level da version 2.0,3,0
1994,bonaventure was canonized in 1482 by sixtus iv,1,0
603,the atban klann were signed to eazy es ruthless records,1,0
21546, padam sema vera level ithu pengal mattum illa aangalum paarka vendiya padam,3,0
560, mammoty and unnimukunthan yemma freak alle,4,0
562, oru rakshela padathin vendi katta waiting,4,0
7351,theek h pahale m chala jaata hoon,2,0
14525, theateril elaarkum moonjiya expression aannallo kandu kazhinju,4,0
3515,hai bhaee iseelie stop kar rahee hu,2,0
6909, thottu ikka ikkante munnil njan thottu,4,0
3431,vera vera vera vera vera vera vera level thalaivar.................,3,0
19374,ke phirana kabhee paauu,2,0
3201, ipdi tha muga moodi nu onu vitanga,3,0
2358,gussa nai ho rai,2,0
22310, bgm .. repeat mode .. njan maathram aano?,4,0
15473, oonkala ennaku pittikoum but romba thabana time la movie vittuthinka,3,0
10672,are ahmedabad maa bahu 6,2,0
1583,apart your legs widee,2,0
7403,aur bhaee kyon,2,0
18252,laga dete but tum mile naee na tab,2,0
9743,howard hughes the autobiography john blake publishing,1,0
21752,lekin patna right time dikha rahee hai,2,0
1524,fulci was born in rome,1,0
11941,tum batao kya karatee ho,2,0
11597,usaka selection hota he,2,0
15196, soooooooooooper movie family film payappadaama kudumpathoda parkkkalam,3,0
17003, usmaane odikkodaaaa dhende theeyum pokayum parrappichondu oru kooottam baranu,4,0
15164, katta waiting mone aganeyenkilum 8or clock aayikundenkil,4,0
18239, padam paathuttu trailer paakka vandhavanga hit like padam eppa semma mass vera level,3,0
7646,diwali ku release a bigil kuda race a vangaa vanthu bulb vangungaa thalapathy folks,3,0
15124, atanga matta illa diwalikku thalabathi vararnu therinchum vara illa ithukkune o patathukku vara,3,0
10166,the word first appears in english language around 1552,1,0
1110,the inland revenue demands nevertheless they pay tax,1,0
7089,doritos or nachos,2,0
4327,he also decided to accept indigo as a member,1,0
14506, i am from karikkottakkari... but iam a big fan of mammoookkaa,4,0
15070,nahin soi nahin thee,2,0
12167,since the 1950s abruzzo has had steady economic growth,1,0
17594, yuvan music vera level,3,0
17689, technicians uzhaippu ovvoru framelayum therikuthu....vfx nallaa irukkaa illayaangrathu apram...ithana paer kasthapattadhukaavathu padam hit aaganum..,3,0
10142,peppermint patty skating mothers are like stage mothers and swimming mothers,1,0
16205,oh rest in peace you,2,0
1694,yes you are preety,2,0
10995,such totems awarded for proliferation by women,1,0
17837, kalipp look and katta kalipp trailer.. blood boil moment,4,0
765, sooragetta poolichutoo last dialogue epic,4,0
1171,sorry i dont get it what you mean,2,0
4102, super petta  6 days to go for movie,3,0
3664, namma ooru screen la semaya irukku,3,0
8527,her koee fake nahin hota hai,2,0
10121,"2.0 le 10 minutes thalaivar style kaatti padatheya kaapathittaar, intha padam fulla stylum mannerism na padam thiruvizha thaan",3,0
10772, endokke ayerunnu.... lag padam... monee shree,4,0
8960,santana produced an album by this name on the columbia label,1,0
1377,743k likes reached aairuku  thala always mass,3,0
5824, 1:30 the la vara dialogue mass,3,0
7930,reviews were almost entirely hostile,1,0
15769, facebook trailer kandu youtube trailer kandavar like here,4,0
9192," sema version  ... thalaiva ,",3,0
20620, capable actress nte nirayilekk baby mol varumennullavar,4,0
3645,it is earned and it can be lost,1,0
5702,rouge returns in sonic riders zero gravity as a secret character,1,0
12168, yendha ee pallayappan parayunnath. we padam pottum. suvaranu,4,0
17032, tovinooo tovinoo....... tovinooo tovinoooo masss..kkaa... valliyappaaa.....,4,0
15613, rathriyile duty’um kainj kandavar ethraper like adi,4,0
6749,so what you going to do baaboo,2,0
1595,the album was a moderate success,1,0
14582,palme attributed his becoming a socialist to three major influences,1,0
14384,kya karate ho aap,2,0
16358,we will never be out hit,1,0
14275,the attack however also destroyed large areas of the city center,1,0
4116, romba varusam kalichi..ajith anna..nalla padathula nadikiraru ..good luck,3,0
1898, being rajinified..  luv from kerala,3,0
5144, ekka polichu monaa  megastar kiii jaiiii,4,0
9295,action king fans irukingla.... hit like,3,0
4210,koee baat na se,2,0
16807,but please dont say dear babe because,2,0
15327,aise baat kar raha hu jaise bachapan ka yaar ho,2,0
8616,cities also generate positive external effects,1,0
19013, oru rakashayum ella  ikka polichu,4,0
10170,gift tumase le loonga,2,0
7137,na bhaee agar delhi vaale apane apane shauk bhula ke thoda environment ko contribute kare to kuchh ho sakata hai,2,0
11290,are isamen hurt vaalee kya baat,2,0
8817, pink movie ka  coppy  lagta he,3,0
5961, dislike adichavanmar madhura rajayude karyam onnu orthu vechoo,4,0
8464,see jean charles de menezes,1,0
22643, any way  kidu sanam...      waiting randamuzham,4,0
6060, last la dance aadumbodhu paridhabangal gopi madhiri ye irukku,3,0
20165, ettaaa best wishes ettan fans onnu like chythekkew,4,0
2536,but output gazab hai,2,0
12, aday telugu paiyangala unga bahubali record ah thookitu odunga 2.o comming.......,3,0
22141,ella new gen nadan maarum ananju...eth saubin ugam 🥰,4,0
18045, ente ponnnoooooooooooo oru rekshsyum illaaaaaa....kidu trailer......,4,0
15892,shaktiman fans pathavanga oru like podhom,3,0
8162, pwolicheeee mammookkaa ingalu oru maha sagaram thanneyaaa,4,0
11196, dislike അടിച്ചു കുരു pottikkunnavarkk kurupottalaathi kodukkapedum    തള്ള് മൂപ്പൻ,4,0
