,text,lang
11527, naanum thalavar rasigan than enakku akshaya kumar performance than pudichi irukku ....thalavara dummy ah aakitanaga...ama vai illa ya,3
20483,group 2 was a particularly close group,1
22110,ab naam mat poochhana please,2
8127,st casimirs catholic parish was established in 1944 ,1
11333, this  is  super  star.....  maaas,3
14959, the style ambassador ... marana masssssssssssssssssssssssssssssssssss .....,3
11090,i am using facebook app,2
14453, love u lalettaaa ... prithviraj,4
7074,message send kar raha hu,2
12517,aap doosare ho isase pahale ek ladaka aaya tha rajasthan se,2
382,pkay pakka na meree baby,2
13092, athu ___ makkladaa ee jathi iteamsoka dislike cheyyunaaa.... raju vs lalu...,4
15391,there also are copper mines in northeastern nicaragua,1
1684, perunnalinu biriyaniyum selfiyu palliyil pokkum unda trailarum aaha andhass,4
20400, ayyo 11 vare wte  cheyyanamalloo,4
16297, allelum murali gopi moviesinte trailer kidu aayirikum pakshe padam disaster aayirikum,4
15241, thala yoda kusu va kudinga daa...avan vaithayalaya nakkunga daa chunni chappigala!,3
21728, ith oru onnonnara item aayrikkum,4
16377, vetri anna ungla la matum than enga dhanush anna va vera vera dimetiontionla katta mudiyum realy hat's of anna,3
3582,the same must hold for those smaller numbers ad infinitum,1
21158, rajuvetta ningal mass annu.  ammoo enna oru feel.  laletta,4
21972, yaruda avanunga vanthu cinna pulla thanama dislike pannittu irukkaranunga,3
2279, are you virgin scene iruka,3
18764,vaise bas toone abhee takk apana naam nahin bataaya,2
10526,can i know your facebook id,2
14460, kalki super hit akum enn bonny parayan paranju,4
11760,20k dislike adichavan okke ethu guhayil irikkuvano entho,4
7242,for example  means the same as ,1
22007,khaalee face hee hai,2
9668, thala and we ( thala fans) right now  naanga thappu pandravanga illa thappa thatti kekuruvanga,3
3430,v a l i m a i,3
4443, helen enna perinte vethyastatha kond vannavarundo????,4
20713, dislike cheytha ellaa poorimakkalkum naduviral namaskaram,4
9721,if it is not set the page is swapped out,1
13554, addi poolliiii..odiyanna  kaall ushirooodukudiii  lucifer..maranaa  masssss,4
8857, chetta done... deal... wait... trailer kollam ... massss,4
15726,ab tumhen kya hua,2
15372, mamangam katta waiting... trailer powlichu ikka oru rakshayum illa,4
11927, ithinum dislike adikkunnavar enth kanditta enne ariyilla..,4
1293,the population was 593 at the 2000 united states census,1
766,is baar bhee too hee aaya,2
14201, rajnikant and akshay  sir hit like button share movie,3
12851,his works on insects included,1
15247,jan 10th release pani asinga pada poringa,3
9389,eonessinae ndash extinct ancient anatids,1
20699,a gastropub concentrates on quality food,1
20133, അബ്രാം ഖുറേഷി... fans.. hit the like button.. adichu pottikeda makkale,4
17575,the school is located at 252 deerfield highway,1
623, adei.. stop begging for likes... idiots..,3
18393,the farmington gazette is published weekly,1
5145, intha trailara vida bigil trailar marana maasssa irukkum. i'm waiting to bigil trailer,3
13864, 1:39 .... bhaaki ullarakh ath punch...njangal wwe fansin ath superman punch!!!,4
14473, sama music sam cs super trailer vara level ku thariya bgm karanam super ji,3
10592, mammookka..... uff ijjathi .. ente ponnikkkaa polichuuu.... katta waiting,4
16220, sexy shradhaa ava unmeyave virgin ille... avala poyi kekera kelveeya adhe...,3
873,ye raat bhegi buegi,2
1677, ekka faans likes here  njanum ente kalikkarum stronga 3ble strong,4
3709, adh suraj aanenn sound kett maathram kandpidichavar adi like..,4
1211,the season began with the death of red auerbach at the age of 89 ,1
21878,he was one of five children,1
21881, marwal studeo ka baap hai 2.0,3
14793, lite ah dark knight vaada varudhu??,3
16675, nerathe irakkiya bomb kadha tanne..  atleast nedumudi venu te dialogue enkilum mati pidikamayirunnu....,4
17565,`peter is helping the man,1
7926,mera naam le lio aake,2
1170,the average card participation rate was around 20 as of may 2006 ,1
1702,it also performed at an award show in atlanta georgia,1
20101, idhan idhan idha paaka than engikittu irundhom..trailer eh ippadi appo full movie?,3
21562, mass mass mass pakkaa mass thala mass,3
1926, chaadi vettal kurach over aayo ennoru doubt,4
12205,after that we wont talj,2
6722,ul tests this with paper and non paper articles,1
13497,influence which columbia motherhood,1
2201,semme gethu thalaiva......nan vantudenu sollu tirumbe vantudenu sollu,3
18565, dislike adicha....... kal poyi 1080 p itte kaanada naayikkale,4
7510,before henry viiis death in 1547 grey became a fixture in court circles,1
21346, thalaivar is only one super one thalaivaaaaa...,3
6607,i think you are a boy right,2
17694,adutha vishunu aduthu vekkam .... assal padakkam aavum,4
1355,3:30 muthal ee channelin mumbil irikkuvarnnu,4
6839, ee padam vijayikummennu orruppullavar adi oru like,4
11586, itil alle pearle maaney ulluathu.... trailer il illallo,4
11754, ithupole ishtappettittilla mattorale en happy birthday pinnokka,4
11313, 1 hour 1 million likes,3
3787, onakku ithellam set agala.. thambi siva..,3
17395,the napoleonic wars 1793 1813 almost destroyed the spanish merino industry,1
14515, mammooty last 15mnt ulu e filmil,4
3041, thalayum nalla padam kudukkurar thalapathiyum nalla padam kudukkurar. sanda podama rendu perayum rasikkalame nanba,3
4170, enna sir ivlo azhaga vanthinga... oru dialogue kooda pesama chumma thayya thakkanu sollitu poiteenga,3
15847, ethra thavana kandaalum veeryam koodunna kolakolli item,4
16231,ham do log h kya,2
11155,maxene patty and laverne appeared in 15 hollywood films,1
2670, todaycininews youtube channela marakama subscribe pannirunka,3
20824, neraya neraya neraya neraya nerayaaa maaaass.....all the best team,3
5098, ettan ee onam angu eduthu makkale‼‼,4
8222, uff mammookka'$ entry bgm stunning trailer,4
16349,shops are primarily kept by women,1
2961, chiyaan fight  looking mass ...,3
20254, super heavy  amazing  ethil aparam onum parayan elaa,4
11951, concrete suvara odachittu pora alavu entha companyda mobile vachirukanga? enaku oru mobile venum...,3
15748,vo ladakee dhundh raha tha,2
17646,filim odiyane pole avathirunna mathiyayirunnu,4
6812,are you really a girl,2
3139,tamil terium ah,2
12435, minimum 50m viewa vara veppoma all thala fans,3
16518,a rising tide for new desalinated water technologies msnbc march,1
11805, guys ellarum lyrics song commentuku vaanga katharalgal roba athigama irukku katharikitte irukanuga,3
6055,means ispe ni pategi,2
17600,snap sabase last mein aaega,2
14224,kee tumhe kya pasand hai laaya nahin,2
21730,im frm andra .. i love ajith .. jaii thala,3
21539,usase dostee nahin hue aapakee,2
5549, thala attitude ah like pannavanga mattum like podunga,3
8546, vayasanalum unn azhakum styleum appidiya irikke,3
2075,after debate the repeal act 10 geo,1
19903, gv prakash phhhhh bgm vera level thalaivaaaaaaaaaaa,3
3271,heroic was as scutter,1
22213,aur hamaare yahaan itana easy nahi hai bike p bitha ke le jaaye to yahaan ka media tv me dikha dete h sale,2
468, ouru lúcifer erangi athe polle thanne enni kore padomm erakuum myrreeee,4
2778, 5 million ayo ne nokkan vannavar ethra paru nde,4
7452, ithukkagadha waite panna vera leval,3
8790,am sending follow request from my friends account,2
19367,bhaee sab indians hee hai kya isamen,2
4621,aisa kuchh nahin hai,2
11213,i am from karnataka,2
15509, dis like idunna mammuny fansukrude pratheka sradhkku.raajaye kaathu padakkathinte mahaniya shekram staginte baakil inddu sookshicha dukkkiknda,4
9592, idivett sugunan.. 0:14 kandavar adi like.. #ikka daaa,4
22111, oru rakshayumilllaaaaa  katta waiting for the movie,4
1450, luv u laletta ....katta fans undo..prithviraj fans hit like,4
10316,okay can you tell me your identity document or name so that i can search you on facebook,2
8887,unmail lay yay idhu thala trailer thana like aaa kanom,3
1541,is and hopkins in,1
12676, vera level teaser u1 bgm semma,3
20633,1.56 thalaivar mass thalaivar fans kerala,3
19742, annalum sunny chechiye randu shotl othukkiyallo.. kashtam tanne muthalali,4
2868, vera level thalaivaa mass but naa vijay fan,3
4387, ippa trailer parkuravanga oru comment pannunga thala rathangale,3
18121,unlike potavanuga ellam vayiru eriya potarukkanuga,3
9892,cover picture bhee mast h,2
16365,nth prahasanam aan    enik ee trailer ishta pettilaa,4
9313,the asgardian dimension contains several distinct regions,1
8590,popper on the non existence of scientific method,1
13940,chiyaan in k. k mass mass mass mass mass mass mass mass mass  chiyaan veriyan suthamalli chiyaan boys,3
6481,oru rakshem illa.... lalettan chumma angu polichu..,4
21628, trailer varumboyekkum ethu naayinte makkalaa dislike adikene,4
4757,great i asked the name not material,2
1688,the merged company was based in peapack new jersey,1
14438, who is best trailer...?  nerkonda paarvai   sindhubaadh,3
21650, i think akshara ku pair aa dhuruv vikram nadachirukkalam,3
3502, raju ettan powli,4
7655,at fitting,1
22560, idakkidakk vannu romaanjam kollunnavar like adi,4
18673,cambridge university press cambridge uk,1
18625,the name of canberra was eventually settled upon,1
21925,collecively called romance car are for service train and carriage,1
22004,jalgaon is also well known for banana production,1
17564," yenda, padathoda ottumoththa kadhaiyayum idhudhan nu potu kaatra mariya da trailer pannuveenga.",3
11033,love is the law love under will,1
15044,we already mentioned continuous posets and algebraic posets,1
3735,koee lagatee hai kya tumhaaree,2
10326, 5 minit koodumbo views koodunnundonn nokunnath nan maathramano,4
7846,naee to koee problem nahin hai,2
13157,suriya & thala & karthi fans hit like,3
13796, comment padikkamma poi first like pottu tu vanga boss,3
5426,poora naam kya hai,2
13981,mein dillee se hoon aapaka naam hai na bahut hee aacha hai bahut unique naam hai kisane die hai aapako yah naam,2
20503,another culturally significant constraint occurred in france,1
21496, thalaivaaaa ....vera level ... shankar sir creativity semma .... thalaivar acting .vera level,3
11413,mamangam film’il mammootty’de character name enthannu ariyamo makkale ???  it’s kunjali marakar.,4
2541,furthermore paris lacked extensive food stocks,1
19583,laughing out loud your name,2
12382,he of royal plant,1
13269, rajayude  triple advace,4
9612,also avoid placing fingers or hands in places that might cause harm,1
13391, pink ah kola panna poranunga what a waste🤔,3
21954," wow thala semma , yuvan music",3
379,nalla movie njan theatril poyi kandthalalettan poliyanu,4
8764,bigil like.. kaithi dislike my comment,3
19220, action king arjun fans like here,3
4096,they exhibit broad emission line spectra with helium nitrogen carbon and oxygen lines,1
2971, padam vere leval kandu  ada oru figth,4
2702,the first eurocity trains were introduced in 1987 ,1
22570, who is badly waiting for this movie?,3
2267, krish 2 + dhoom 2 = hero,3
14214, mohanlal - chettan tovino - lalletande aniyan. ee combination iniyum kannan agraham ullavar like adiche.,4
17861, ithu oru  onnonnara  item aayi poi..,4
20042, unlike adicha ella oolakalum ivide thanne kaananam tta,4
10951,vah toh main tamase milata agar main ladaka hota par ladaka banake baat karane mein maza aaraha h,2
11503, thala fans like podunga pa,3
104,you really couldnt do it now anyway,1
350, e trailer 5 il kooduthal kandavar like,4
8619,ippo trailer parkura angaali pangaali ellaam oru attadance pottudu ponga,3
1689, surajettane kndappol ravanaprabhuvile varyar ammavane ormma vannavarundo,4
430,suraj sir nigalku ithra athigam talent undu ennu eppolanu ariyunathu polichu,4
9787,kohanim levites and israelites were allowed to intermarry,1
6915, ithu oru thivasam konde 1m adikum,4
17862,too bee khalee baitha hai,2
22738,it is well known for its gatherings with invited speakers from public life,1
22439,lol you are not sure about friendship,2
2693,hey your name please,2
5807,okinawa prefecture includes eleven cities,1
22375,what is your name please,2
4515,tharamaana sambavam seiya pooraru karthik subburaj semma style ah thalaivar and masss ah namma vj sethupathi anney,3
14366,gubernatorial elections are held every four years,1
12358,into your pu y,2
18095,mai padhane ja rai rai,2
17200,richard king howland is a swaggering bigot land baron living on the big island of hawaii,1
19754, ethinu unlike adicha haters movie release akumbooo kandam vazi odan rediyayikkkooooooo....ettan fan....,4
1183,haaahaa yeah an alpha male right,2
7542, malayalam cimima copy (master pieace malayalam mamooty),3
1519, trending no.1 --- shraddha srinath trending no.2 --- shraddha kapoor,3
21094,rameshettante manoharamaya directionil oru athi manoharamaya oru filim aayirikum gaanagandharvanurappund,4
5315,oruthar mela neenga viswaasam kaatrathukaaga innoruthara aen asinga paduthuringa? vj fans? ajith fans?,3
21258, kalki fans show kannunavar like adichotovino,4
1695, thalaivar 11 manikku dhan varen sonnaru   10.30 manike vantaru   tharamaana sambavam la inime dhan paka poringa,3
9385,ladakee ka naam lekar baat karata hai,2
446,this unit was transferred from alghero to north africa,1
12674,onnum parayanilla ennalum  oru rakshayam illa,4
21009,the films character was played by charles durning,1
4497, natural venam polum side lottu maarinikke anganullavar korach mass okke nallaatha,4
12248,historical character cheyyaaan mammookayaan  best  entha aaa shabdha gaambheeram,4
9895, ikka fans undenghil ente page onn subscribe plz,4
13552,he created the first visible semiconductor lasers in 1960 ,1
746, mammukka ishttam  padam pwlikkane .....!!!! bzlee nammude mammukka pwlichu daa,4
10927,the doctrine of christ and the systems of men are at issue and consequently will not harmonize together,1
6810,also her late night talk show lauren hutton and  debuted,1
2748,# apdi yellam nadakaathu # naadaka kudathu,3
21802,mein mast too bata,2
20563, va thala va thala va thala therikaviduvom pattasa pola,3
8213,are you really jenifer,2
9619,andantino can be played on richards pbem server,1
14168, isaac asimov photo vechi irukkinga semma.,3
21375, youtube adichu poi makkale.. raja vannu......,4
18136,during that convention he introduced john f kennedy jr for kennedys first televised speech,1
1970,basic blocks form the vertices or nodes in a control flow graph,1
12969,dekhate hai kabi mil jae to,2
8027,thoda normal hone mein time lagata hai,2
2034, appo nammalellavarum views & like ethrayayenn nokkan vannatha,4
11699, kamala kalasa en thlaivan dance mass ah,3
9964,baad mein baat karatee,2
11428,hmmm ghum asche na tai,2
16740," vikram sir awesome ur , ur always mass",3
16946, more than 50 times pathuten .....thala pakka pakka veri erudhu ..love u thala,3
16198,thalaivaaaa......ungalaa maari style ha yatumae illa.......m,3
13134, trailer kandukondirikkumbum mothhavum ottae chinthayae ullaayirunn ethil ikka illallo ethaetho poorimon undaakkiya udaayippu trailer aanaenn avaasanam ikka kandappozhaa samaadhaanamaayath,4
22228, antha padatha vida... intha padam nalla irukum poliye,3
12696,yugis parents were written out in the 4kids dub,1
12268,e trailernu dislike adikkunnavanmaarudae aa manassundalllo....oh.... namikkaathae vayya,4
12227,abc retail outlets were established in 1974 ,1
15909,the administrative centre of the municipality is the village of siljan,1
11258,chalo i got a go bubye take care,2
6357,examples of involutions in common rings,1
1753, thala ungala pathale pothum...kadaule...  evlo alagu ungala adichuka evarum illa...,3
253,countries that enforce compulsory voting,1
14175,oh aise hee pyaar se bolai karo n,2
10865, we r waiting 4 stephen nedumumpalli.lalettan rajuvettan combo mooshamaavilla yennariyaam. trailer polich,4
12169,bhaee ho ho ya behen,2
2506,eee vishu ikka yum pillerum kondu pokum,4
18286,hatton was one of the principal sponsors of drakes world voyage,1
10893,kitana door hai abhee,2
18331, cell phone disasters...  sivakumar selfie,3
17087,the widal reaction is strongly positive with antio and antih antibodies,1
11745,tumane bhee to nahin bataaya,2
8492,madhura raja trailer thudagu munpe like adichavvar undo  undegill evideyum oru like adicho engane adichu vitto,4
21457,bgmil gopisunderinte sound illayirunenkl korachu better aayene,4
21689, pangalingala inniki sunday and leave day so adichi thookalamaa thagida thagida thagida thagida ‍‍‍‍‍‍‍‍‍‍‍‍‍,3
1592,acclaimed music led zeppelin ii,1
4646,aur aap aaraam kare,2
1802, yogi babu ilaya intha movie la,3
19207, 100cr club kerum ennu parayunnavar like adikk,4
9697,ee traler kanditu heavy mass feeling kitiyenkil full credit goes to rajuvettan,4
9865,haan aisa nahin hai,2
7736,marupadium marupadium marupadiuuum trailer pakuravanka yaruuu laammm,3
4855, manushan epudi vanthalum tharama irukaru ya... thalaaa... this time classy after a mass viswasam....,3
8603, ejjath oru rakshayum llaaaa katta waiting,4
910,bhaee too soja na,2
3691,are kahaan baitha hai,2
11462,claimed god the and,1
18482, dislike adichavarode enik parayanullathe ikka uryir,4
19558,the event celebrated in 2007 the twenty fifth anniversary,1
13139,teree lulli chhotee hai pakka,2
6523,when activated these switches trigger events in gruntildas lair that allow the player to progress farther,1
21316, ittymaani trailer polichuu aarokke ittymaani fds pokunnund like adi,4
17543,war and profit doing business on the battlefield,1
19610,the unsafest countries were somalia and afghanistan,1
12011,majaak kar rahee thee beta,2
4424,honest compliment jyaada pasand hai,2
9659, ertti madhuram on ikku's bday..god bless ma ikkuhappywala bday ikku,4
11612,these sources account for almost three quarters of its lending operations,1
10156,the illinois valley airport also known as the siskiyou smokejumper base was built by the us forest service,1
12543,abhee tak to koee dikkat naee hai,2
20704," bgm&, thala acting padathuku semma thrill kudukum pola",3
7118,wow! back to baasha mode..thalaivaaaa.petta paraakkkkk,3
21653,gaalee de daale ek doosare ko,2
2581,he published many books of paraguayan history,1
8737,the first recipient of the award was the cooper car company,1
5474,main eight k neeche haath nahin lagaatee,2
20240,the fourth guru also composed hymns,1
20552,sosabowski the who the,1
7341,apane talent par bharosa rakhen,2
1761,another net implementation is  vstnet,1
9792, yanthiranil rejini annan robot aayi abhinayichu ennal robotinte koode abhinayicha asaadyapradhibha nammude swantham dhamu aliyan,4
11792,are yaar log bura maan jaate hai kabhee kabhee,2
21688,where a is the helmholtz energy per particle,1
3116, is a japanese manufacturing company,1
7031,however none of the aforementioned plans was executed,1
1884,nahin ki kabhee kisee ke saath,2
10870,vo chicken dekh k,2
15237,moviku wait pantra vanga like poodunga,3
21410, super but 5.2k haters mental pu.....,3
11994, andha loose abhirami irruka paaka vandhavanga like podunga..,3
5816,construction could sometimes take decades,1
1013,hmm ippo ethum trending listil !!!,4
8667,mere hisaab se achhi hu,2
13769,ispe pata nahin aaj baat ho rahee kal ho na ho simple in a straight forward manner real account se add hote hai agar kuchh issue ho to block kar dena,2
2656,this was also the insignia for high general the imperial army equivalent of fleet admiral,1
370,only two members of the crew survivedtilford,1
1897, 1.5m views in 60min அம்மோவ்,3
21382, 200 crore budget vs logesh and karthik,3
17871,its county seat is fargo north dakota,1
8112,tum bhee nikal do,2
14406,rice county minnesota is named for him,1
16066, who was waiting war 2.0movie hit like,3
3890,grade ii listing for bbc television centre,1
9230,hai to paanee peelo,2
11833,mujhe hindi bahut achchhee tarah aatee hain,2
2630, 25il kooduthal kandavarkk like adikkaanulla comment,4
2599, njan oru ikka fan alla paksha as a malayali i am katta weiting for raja 2,4
21501,ithu enthaada serial aah? 🤭🤭🤭 pani nirthi podappa 🤣🤣🤣,4
19477,jyaada gussa aata gayee hamako,2
12858,mamangam malayalam industriyude oru gem aay marum urapp,4
17218,golly what a feeling it is,1
3496,5 million akkumennu urappullavar adi like,4
17165, kovilpatti la irunthu paakuravanga like pannunga .....     namma oor la edutha padam,3
3707, first day first show poravangalam like pottuttu ponga.....,3
18541,flat par pahunch gae kya,2
9099,cinema kandathinu shesham trailer kanunna arelum ondo,4
13673,vaise rahatee hai,2
1821,i mean my phons battery,2
10628,thodee garmee utar do na meree,2
7200,#yuvan bgm sothapal set agala at last seen,3
3123,thalaivaaaaaa illaya super star dhansush anna,3
20450, fdfs  yarellam ticket  book panitinga?,3
15693,good places to start are,1
13598,khud to karate hee hai baakiyon ka bhee karate hai,2
16943,they are able to manufacturesupply all fibreglass parts from a nosecone to a complete shell,1
19781," mankatha, billa type la thala oru movie  pannanum",3
2499,dekh na hai mujhe,2
5875,21 work in financial engineering,1
6193,the main river in the district is the lippe river,1
11890,ministry of canadian heritage commonwealth day,1
22704,abato kia na mainne apane kaam poora,2
4834,she now rests at westminster abbey in henry vs chantry chapel,1
4383, 13 milion views kondu varanum,3
22209, youthanmarude youthan njanmmala ikka#fdfs# katta w8ing,4
8235,the city was destroyed by a fire in 1841,1
8443,there recently rejected helped,1
16837, lalettan fans ::::: like adiiiii .....,4
10599,point break konjam real la irrukum,3
9125, thalaivaaa vaa thalaiva. enna look enna mass omg marana mass panna poringanu nenaikira thalaiva.i am waiting,3
18352,bring over to wikipediapress coverage,1
10389,phirase too aa gaya,2
20227,at less important occasions simpler insignia are used,1
1128,peek has also appeared on television,1
9990, mammookyde oru padavum fdfs kndttla.. ith fdfs locked,4
14514, uff  ikkaaaaaa ..... subscribe to my channel all ikka fans,4
8312,in 1811 aleuts went to san nicholas to hunt,1
15660, bilalainu david nainanu undaya nalla kolakolli item,4
20976,ye hostel ka laddoo bhee shaadee ke laddoo kee tarah h jo khaaye vo pachhatae jo o na khaaye vo pachhatae,2
17677,size utana hai jitana too do haat se naa dhar pawega,2
15720,west covina is a diverse city with a booming economy,1
4320,if you dont mind,2
2977,china briefing developing cities ningbo,1
3103,another pakistani soldier was also wounded,1
7955,you are getting late na,2
8341,mere bhaee yahaan kya sab males hee hai,2
20037, padam vere level aanu  big b ye kaalum mass aanu,4
17845,while this was happening masako was barely an infant,1
11378,needles is a tourism and recreation center a tradition going back for decades,1
2391,vera vera vera vera level,3
15894,lifetime achievement ndash sir michael tippett,1
20685, எம்ஜிஆர் பெயர் batch la iruku yarellam pathinga,3
1875,all this wic,1
3342,correo canadiense newspaper weekly toronto spanish,1
1297,other settlements were established north of the missouri river,1
1686, thalaku evalu haters iruntalum thala nala gethu,3
14387,ab to newyear celebrate karake aate,2
210,in invasion middle is,1
15263, entire movie  night bgm,3
19997,tere koee friend hai kya,2
14604,the term was first described by milton babbitt,1
7441,generally tum hee bolatee,2
2025, i big fan of u ajith sir,3
17875, oruthar mela neenga viswasam kaatradhukkaga innorthara yen asinga paduthringa,3
22513, powlichu. njan ipo 25 pravisham kandu. laletta adipoli. katta waiting,4
17330, trailer repeat kandukondirikkan thonnum.. lalettan.. ishtam,4
7423,10 million views ithinu undakumenu urappulavar like cheyu,4
15513,he won the matteucci medal in 1895,1
19686,the act was repealed in june 1994,1
13515, kaithi vera level movie    ethu semaya eruku   ana   namma anil movie enna akapoguthu nu theriyala ya,3
9691, united states deputy secretary of education ods,1
4052,it was founded by entrepreneur steven schussler,1
12607,enga ooru paasha ketkave nalla iruku,3
18519, mammukka,4
10097,braff during,1
19953,tum log khajoor bolate ho,2
4873," rajini super ,simran cute ,vj mass",3
5012,1970s by world,1
3490, enth chaar intro aado... aa lookinulle intro illa... chalippan,4
3087, ithu vere level padam aayirikkum . enthaayalum madhura raja pole valiya oru vijayam aakatte,4
8104,1878 are still interesting to the historian,1
14735, vetrimaran dhanush combo  polladhavan  aadukalam vada chennai   asuran loading...............................,3
10986, ardent fan of rajni yusss karthik subbaraj's petta parak,3
10683,whatever tum apana mood kyon kharaab kar rahe ho,2
6399,you are again injecting your own speculations about eber for whatever reasons,1
2875, sam cs ah music uh....semaya potrukappla,3
13822, mamooka mas alla marana mas aan,4
12219,if you are not interested then okay,2
19671,the jacobites had proved incapable of action,1
14291,the of malacca university,1
111,nahin lode teree mar ke rahoonga,2
3799,thalaaaaaaaaaaaaaaaaaaaaaaaaaaaaa dharisanammmm da. thala da vera evan daaaa 🤝🤙,3
20346,gonzales works are still well remembered in south carolina today,1
5246, 00:20 galaxy star ഉം  power star ഉം,4
16290,honors william henry harrison who also gave his name to a settlement,1
22603, ee padam 8 nilayil podannamennju prarthikunnju,4
2296, ee cinema kand kazhinj..... ithinte second part aagrahikunavar like and comment,4
21982, vijay sethupathi ah sariya kataleya iam mode out hw many r nt satisfied hit a like.......,3
18825, shivaji la patha slang  sweet sapda porom  verithanam,3
7941,e movie kosam waiting telangana nunchi danish anna.....,3
13542,up se ho ya na ho kya phark padata hai,2
4895, padam na idhu padam  mass,3
3781,phir us ne picture dikhaee,2
15520, khalid rahman... we r katta waiting here .....,4
8320, ena da kfg musiq lam kekuthu,3
16844, naalaiku thala darisanam wait panna mudiyala innaiku full ah nkp trailer paakravanga oru like a podunga,3
17571,eee trailer oru cinema kanunapole irunn  kanan pattiya oru item ann  christianigalk idayil ivan oru pere ullu.. #lucifer,4
10960,kya kar rahee thee,2
16748,ryki again officially became a town in 1957,1
15820,bhaee ladake hee hain,2
21847, bigil koodaye modhurapdi adhu .....   idhuthanda verithanam,3
16456,adjunction inserts an auxiliary tree into the center of another tree,1
15352, neenga enatan dislike pananum..  super star tan no1. petta parak,3
19827,according to the nature article these 259 applications represent  ,1
17735,pure compartment mein kitane log hai,2
2345,to become according they,1
11686,jonathan klaubers,1
16771,and how you know that,2
19036,bhaee naam kya hai tera,2
15669,fastest 100 k like is loading......  stephen nedumbili,4
21122, njan oru ikka fan aanu # but eatta powlichu  vere level# katta waiting    oru palakkadkaran,4
19360, asuran mega blockbuster ilaya superstar dhanush,3
19566, eee cinema kanan pokan thonnunnavar like adi.,4
11657, krish next part . tamil la padam yaduthurukanga super,3
1563,it deals more specifically with integral transforms modelled on the radon transform,1
4183, patha mass ah iruku bigli trailar alavuku worth ah iruku,3
22727,the couple share joint custody of their childrencite,1
22006,ek request send kee hai messenger par,2
9714,pata nahin saamane vaala kaun hai,2
15155,lalettan nu pakaram vekkaanaarumillaaa,4
17462,only 25 all signed by mayer himself were made available to the publicmayer,1
3419,internationally the album also fared well,1
466, teaser ah appadi yea pootu paathiya ootitangay,3
707, kajal  fans subscribe,3
12290, thalaiva nee vaa thalaiva pongal unaguthaa pakka celebration thalaivar parakh,3
7772,tumhaaree profile photo kya hai,2
20181,laundiya baaz sab hai yahi,2
12943,toh mera credit card max kar degee vo,2
17044,harpsichord maker david jacques ways workshop was in stonington,1
18655,kya bhaee yahaan koee ladakee hai kee nahin,2
18154,toussaint was repelled by this radicals proposals to exterminate all europeans,1
19099,i italica supported severus but did not move to italy,1
7977,mera hee picture hai sunglasses pahane hai,2
9078,would you be my girlfriend,2
13427,use of image does not detract from sales,1
4490, love u anna unga padam vanthale podhum,3
7906,idea to ho kisase baat kar rahe h,2
20123,in 1989 the band did an interview for the washington times,1
13603, aug 8 fdfs ticket eduthavn lam oru like podu,3
9458, like kuddunnu onnd pakshe views kuddethe enthaa,4
1180, thala fans alrumkum nar konda parvi number 1 tniring varnm,3
20514, ino neraya neraya nerayah pah.. goosebumps theater will be shattered,3
15967, dhanush vera maari idhu veri maari,3
13604, 4million views 300k likes record breaker ettan da,4
5327,this reflects the natural language preferences of modern scotland,1
3385, all d best from #dboss darshan fanszz #karnataka,3
20850,bahut marata hai insaan roj roj,2
15707, 1m likes thalaivar ku reach agumaaa,3
4815,limestone is another abundant mineral mined in lampang,1
11596,the term is most frequently applied to couples who are not married,1
5392,below is a list of nine of the most important to travelers,1
62, sweet super ra  eruku thalaiva  tirupathi thalapathy fan,3
20732,ms bhee to lt colonel hai army ke and vo to sabase pyaar karate hai,2
5266,novel mein kuchh aur,2
4345,kounsai sai class maiin ho,2
21744, make 1m likes as soon as possible,3
5193, oru thavana kanumbozhum hype kooduvanallo bhaghavane,4
2040, asuran hit aagum nu ninaikuravanga like panunga,3
2057,indha maari ponnugaluku ellam ipdi than nadakum.. thala : apdila nadakathu..nadaka koodathu...,3
1844, dislike adicheverk oke ente vaka nadu virel  pranamem,4
17384,main agar usaka naam nahin bataungee to bhee kar sakate hai kya,2
15440,the coin was designed by edwins ellis,1
8002,poojappura laalunni fans dislike adichu kuru potichitund,4
5204,the cluster is a fairly heterogeneous mixture of spirals and ellipticals,1
11606,ilamai inimel pogadhu mudumai unaku vaaradhu theivame.....,3
7251, sema vera level thala mass hero in tamil nadu.....,3
7201,this interim arrangement ended on february 22 1979 when st lucia achieved full independence,1
10626,they were the only company in the first wave able to operate as a unit,1
14592,aise promise karake todana galat h,2
1360,to ye bhee sure nahin hai na ke tum ladakee hi ho,2
5217,atossa was alive when xerxes invaded greece,1
22025, karthik subbaraj fans hit the like,3
18773, vera leval thala nee all record drag,3
21389,aur aaj v gaya,2
1428, teaser mokka nu kalaicha pasangalam ippo ennada soldringa. shankar always mass,3
20279,in the 1940s he worked in the bands of coleman hawkins and jimmie lunceford,1
6439, vera level maperum vetri  ataya congratulations,3
22465,bhaee kaisa hai,2
8221,weiach has an area of ,1
6164,it was next to jilly rizzos club jillys,1
20846,the highway is very lightly used,1
19563,main kuchh nahin kahoonga,2
1192, mammokka age 68 ....     no words,4
6002,m i am come to passe again,1
12693,thalapathy fans sarpaga padam blockbuster aaga valthukal,3
15353,the women soon show their incompatibility,1
5823,bhaabhee jee dekh kai aaya hai kya,2
15415, engineering aaganum miss.... athalaaaam oru kaalam,3
17324,oyi chat ke lie taiyaar na,2
